Rowid,Z,X,Y,DRENAJE
203,85,-74.16875,6.72291666667,Río Magdalena
204,92,-74.2270833333,6.71875,Río Magdalena
205,91,-74.2229166667,6.71875,Río Magdalena
206,90,-74.21875,6.71875,Río Magdalena
207,91,-74.2145833333,6.71875,Río Magdalena
208,90,-74.20625,6.71875,Río Magdalena
209,89,-74.2020833333,6.71875,Río Magdalena
210,89,-74.1979166667,6.71875,Río Magdalena
211,88,-74.19375,6.71875,Río Magdalena
212,89,-74.1895833333,6.71875,Río Magdalena
213,90,-74.1854166667,6.71875,Río Magdalena
214,87,-74.18125,6.71875,Río Magdalena
215,85,-74.1770833333,6.71875,Río Magdalena
216,88,-74.16875,6.71875,Río Magdalena
217,91,-74.2354166667,6.71458333333,Río Magdalena
218,90,-74.23125,6.71458333333,Río Magdalena
219,90,-74.2270833333,6.71458333333,Río Magdalena
220,89,-74.2229166667,6.71458333333,Río Magdalena
221,89,-74.21875,6.71458333333,Río Magdalena
222,90,-74.2145833333,6.71458333333,Río Magdalena
223,90,-74.20625,6.71458333333,Río Magdalena
224,91,-74.2020833333,6.71458333333,Río Magdalena
225,89,-74.1979166667,6.71458333333,Río Magdalena
226,88,-74.19375,6.71458333333,Río Magdalena
227,94,-74.24375,6.71041666667,Río Magdalena
228,91,-74.2395833333,6.71041666667,Río Magdalena
229,90,-74.2354166667,6.71041666667,Río Magdalena
230,91,-74.23125,6.71041666667,Río Magdalena
231,91,-74.2270833333,6.71041666667,Río Magdalena
232,91,-74.2229166667,6.71041666667,Río Magdalena
233,90,-74.21875,6.71041666667,Río Magdalena
234,90,-74.2145833333,6.71041666667,Río Magdalena
235,90,-74.2104166667,6.71041666667,Río Magdalena
236,90,-74.24375,6.70625,Río Magdalena
237,93,-74.2479166667,6.70208333333,Río Magdalena
238,90,-74.24375,6.70208333333,Río Magdalena
239,93,-74.2354166667,6.70208333333,Río Magdalena
240,91,-74.24375,6.69791666667,Río Magdalena
241,93,-74.2395833333,6.69791666667,Río Magdalena
242,91,-74.2479166667,6.69375,Río Magdalena
243,92,-74.24375,6.69375,Río Magdalena
244,93,-74.2520833333,6.68958333333,Río Magdalena
245,91,-74.2479166667,6.68958333333,Río Magdalena
246,91,-74.2520833333,6.68541666667,Río Magdalena
247,91,-74.2479166667,6.68541666667,Río Magdalena
248,94,-74.25625,6.68125,Río Magdalena
249,91,-74.2520833333,6.68125,Río Magdalena
250,94,-74.2604166667,6.67708333333,Río Magdalena
251,92,-74.25625,6.67708333333,Río Magdalena
252,92,-74.2520833333,6.67708333333,Río Magdalena
253,94,-74.2854166667,6.67291666667,Río Magdalena
254,97,-74.28125,6.67291666667,Río Magdalena
255,98,-74.2770833333,6.67291666667,Río Magdalena
256,94,-74.2729166667,6.67291666667,Río Magdalena
257,94,-74.26875,6.67291666667,Río Magdalena
258,93,-74.2645833333,6.67291666667,Río Magdalena
259,93,-74.2604166667,6.67291666667,Río Magdalena
260,92,-74.25625,6.67291666667,Río Magdalena
261,95,-74.2979166667,6.66875,Río Magdalena
262,95,-74.29375,6.66875,Río Magdalena
263,94,-74.2895833333,6.66875,Río Magdalena
264,97,-74.28125,6.66875,Río Magdalena
265,97,-74.2770833333,6.66875,Río Magdalena
266,93,-74.25625,6.66875,Río Magdalena
267,95,-74.3020833333,6.66458333333,Río Magdalena
268,96,-74.2854166667,6.66458333333,Río Magdalena
269,94,-74.28125,6.66458333333,Río Magdalena
270,93,-74.2770833333,6.66458333333,Río Magdalena
271,95,-74.2729166667,6.66458333333,Río Magdalena
272,93,-74.2604166667,6.66458333333,Río Magdalena
273,94,-74.30625,6.66041666667,Río Magdalena
274,94,-74.29375,6.66041666667,Río Magdalena
275,93,-74.2895833333,6.66041666667,Río Magdalena
276,93,-74.2854166667,6.66041666667,Río Magdalena
277,94,-74.28125,6.66041666667,Río Magdalena
278,92,-74.2729166667,6.66041666667,Río Magdalena
279,92,-74.26875,6.66041666667,Río Magdalena
280,93,-74.2645833333,6.66041666667,Río Magdalena
281,95,-74.3104166667,6.65625,Río Magdalena
282,93,-74.30625,6.65625,Río Magdalena
283,93,-74.3020833333,6.65625,Río Magdalena
284,93,-74.2979166667,6.65625,Río Magdalena
285,95,-74.29375,6.65625,Río Magdalena
286,93,-74.3145833333,6.65208333333,Río Magdalena
287,95,-74.2979166667,6.65208333333,Río Magdalena
288,94,-74.31875,6.64791666667,Río Magdalena
289,94,-74.3145833333,6.64791666667,Río Magdalena
290,97,-74.3520833333,6.64375,Río Magdalena
291,96,-74.3395833333,6.64375,Río Magdalena
292,94,-74.31875,6.64375,Río Magdalena
293,96,-74.35625,6.63958333333,Río Magdalena
294,95,-74.3520833333,6.63958333333,Río Magdalena
295,96,-74.3479166667,6.63958333333,Río Magdalena
296,96,-74.34375,6.63958333333,Río Magdalena
297,98,-74.3354166667,6.63958333333,Río Magdalena
298,97,-74.3229166667,6.63958333333,Río Magdalena
299,99,-74.31875,6.63958333333,Río Magdalena
300,97,-74.3645833333,6.63541666667,Río Magdalena
301,95,-74.3604166667,6.63541666667,Río Magdalena
302,95,-74.35625,6.63541666667,Río Magdalena
303,95,-74.3520833333,6.63541666667,Río Magdalena
304,96,-74.3479166667,6.63541666667,Río Magdalena
305,97,-74.34375,6.63541666667,Río Magdalena
306,96,-74.3395833333,6.63541666667,Río Magdalena
307,95,-74.3354166667,6.63541666667,Río Magdalena
308,98,-74.3729166667,6.63125,Río Magdalena
309,99,-74.3645833333,6.63125,Río Magdalena
310,95,-74.3604166667,6.63125,Río Magdalena
311,99,-74.35625,6.63125,Río Magdalena
312,99,-74.3520833333,6.63125,Río Magdalena
313,98,-74.3479166667,6.63125,Río Magdalena
314,96,-74.34375,6.63125,Río Magdalena
315,96,-74.3395833333,6.63125,Río Magdalena
316,96,-74.3354166667,6.63125,Río Magdalena
317,97,-74.33125,6.63125,Río Magdalena
318,104,-74.3270833333,6.63125,Río Magdalena
319,97,-74.3645833333,6.62708333333,Río Magdalena
320,101,-74.3604166667,6.62708333333,Río Magdalena
321,99,-74.3395833333,6.62708333333,Río Magdalena
322,99,-74.3354166667,6.62708333333,Río Magdalena
323,100,-74.38125,6.62291666667,Río Magdalena
324,97,-74.36875,6.62291666667,Río Magdalena
325,105,-74.3645833333,6.62291666667,Río Magdalena
326,99,-74.3770833333,6.61875,Río Magdalena
327,96,-74.3729166667,6.61875,Río Magdalena
328,97,-74.36875,6.61875,Río Magdalena
329,97,-74.3854166667,6.61458333333,Río Magdalena
330,96,-74.38125,6.61458333333,Río Magdalena
331,95,-74.3729166667,6.61458333333,Río Magdalena
332,98,-74.36875,6.61458333333,Río Magdalena
333,95,-74.3854166667,6.61041666667,Río Magdalena
334,96,-74.3729166667,6.61041666667,Río Magdalena
335,100,-74.36875,6.61041666667,Río Magdalena
336,96,-74.3895833333,6.60625,Río Magdalena
337,98,-74.3854166667,6.60625,Río Magdalena
338,97,-74.3770833333,6.60625,Río Magdalena
339,99,-74.3729166667,6.60625,Río Magdalena
340,100,-74.39375,6.60208333333,Río Magdalena
341,98,-74.3895833333,6.60208333333,Río Magdalena
342,101,-74.3854166667,6.60208333333,Río Magdalena
343,99,-74.38125,6.60208333333,Río Magdalena
344,98,-74.3770833333,6.60208333333,Río Magdalena
345,101,-74.3729166667,6.60208333333,Río Magdalena
346,100,-74.3979166667,6.59791666667,Río Magdalena
347,96,-74.39375,6.59791666667,Río Magdalena
348,99,-74.3854166667,6.59791666667,Río Magdalena
349,101,-74.3729166667,6.59791666667,Río Magdalena
350,96,-74.3979166667,6.59375,Río Magdalena
351,97,-74.3979166667,6.58958333333,Río Magdalena
352,101,-74.3895833333,6.58958333333,Río Magdalena
353,100,-74.3854166667,6.58958333333,Río Magdalena
354,102,-74.39375,6.58541666667,Río Magdalena
355,99,-74.3895833333,6.58541666667,Río Magdalena
356,99,-74.3979166667,6.58125,Río Magdalena
357,99,-74.39375,6.58125,Río Magdalena
358,99,-74.3979166667,6.57708333333,Río Magdalena
359,98,-74.3979166667,6.57291666667,Río Magdalena
360,100,-74.3979166667,6.56875,Río Magdalena
361,97,-74.3979166667,6.52291666667,Río Magdalena
362,102,-74.39375,6.51875,Río Magdalena
363,99,-74.3979166667,6.51458333333,Río Magdalena
364,99,-74.3979166667,6.51041666667,Río Magdalena
365,100,-74.39375,6.51041666667,Río Magdalena
366,102,-74.3979166667,6.50625,Río Magdalena
367,98,-74.39375,6.50625,Río Magdalena
368,101,-74.3895833333,6.50625,Río Magdalena
369,64,-73.91875,7.31875,Río Magdalena
370,63,-73.9145833333,7.31875,Río Magdalena
371,63,-73.9145833333,7.31458333333,Río Magdalena
372,63,-73.9145833333,7.31041666667,Río Magdalena
373,64,-73.9145833333,7.30625,Río Magdalena
374,64,-73.9104166667,7.30625,Río Magdalena
375,67,-73.91875,7.30208333333,Río Magdalena
376,64,-73.9145833333,7.30208333333,Río Magdalena
377,64,-73.9104166667,7.30208333333,Río Magdalena
378,67,-73.91875,7.29791666667,Río Magdalena
379,64,-73.9145833333,7.29791666667,Río Magdalena
380,64,-73.9104166667,7.29791666667,Río Magdalena
381,67,-73.9270833333,7.29375,Río Magdalena
382,66,-73.9229166667,7.29375,Río Magdalena
383,65,-73.91875,7.29375,Río Magdalena
384,64,-73.9104166667,7.29375,Río Magdalena
385,67,-73.93125,7.28958333333,Río Magdalena
386,66,-73.9270833333,7.28958333333,Río Magdalena
387,64,-73.9229166667,7.28958333333,Río Magdalena
388,65,-73.9104166667,7.28958333333,Río Magdalena
389,66,-73.93125,7.28541666667,Río Magdalena
390,66,-73.9270833333,7.28541666667,Río Magdalena
391,64,-73.91875,7.28541666667,Río Magdalena
392,64,-73.9145833333,7.28541666667,Río Magdalena
393,65,-73.93125,7.28125,Río Magdalena
394,65,-73.9270833333,7.28125,Río Magdalena
395,64,-73.91875,7.28125,Río Magdalena
396,66,-73.9270833333,7.27708333333,Río Magdalena
397,64,-73.91875,7.27708333333,Río Magdalena
398,66,-73.9270833333,7.27291666667,Río Magdalena
399,65,-73.9270833333,7.26875,Río Magdalena
400,65,-73.9229166667,7.26875,Río Magdalena
401,65,-73.9270833333,7.26458333333,Río Magdalena
402,65,-73.9229166667,7.26458333333,Río Magdalena
403,65,-73.9270833333,7.26041666667,Río Magdalena
404,65,-73.9229166667,7.26041666667,Río Magdalena
405,68,-73.93125,7.25625,Río Magdalena
406,65,-73.9229166667,7.25625,Río Magdalena
407,66,-73.91875,7.25625,Río Magdalena
408,66,-73.93125,7.25208333333,Río Magdalena
409,65,-73.9270833333,7.25208333333,Río Magdalena
410,65,-73.9229166667,7.25208333333,Río Magdalena
411,65,-73.91875,7.25208333333,Río Magdalena
412,66,-73.93125,7.24791666667,Río Magdalena
413,65,-73.9229166667,7.24791666667,Río Magdalena
414,67,-73.91875,7.24791666667,Río Magdalena
415,66,-73.93125,7.24375,Río Magdalena
416,68,-73.91875,7.24375,Río Magdalena
417,69,-73.9354166667,7.23958333333,Río Magdalena
418,68,-73.91875,7.23958333333,Río Magdalena
419,66,-73.91875,7.23541666667,Río Magdalena
420,69,-73.9354166667,7.23125,Río Magdalena
421,65,-73.93125,7.23125,Río Magdalena
422,65,-73.9270833333,7.23125,Río Magdalena
423,66,-73.9229166667,7.23125,Río Magdalena
424,67,-73.91875,7.23125,Río Magdalena
425,66,-73.93125,7.22708333333,Río Magdalena
426,65,-73.9270833333,7.22708333333,Río Magdalena
427,66,-73.9229166667,7.22708333333,Río Magdalena
428,65,-73.9270833333,7.22291666667,Río Magdalena
429,66,-73.9229166667,7.22291666667,Río Magdalena
430,65,-73.9270833333,7.21875,Río Magdalena
431,66,-73.9229166667,7.21875,Río Magdalena
432,68,-73.91875,7.21875,Río Magdalena
433,66,-73.9270833333,7.21458333333,Río Magdalena
434,66,-73.9229166667,7.21458333333,Río Magdalena
435,67,-73.9270833333,7.21041666667,Río Magdalena
436,67,-73.9229166667,7.21041666667,Río Magdalena
437,67,-73.9270833333,7.20625,Río Magdalena
438,68,-73.93125,7.20208333333,Río Magdalena
439,66,-73.9270833333,7.20208333333,Río Magdalena
440,67,-73.9354166667,7.19791666667,Río Magdalena
441,66,-73.93125,7.19791666667,Río Magdalena
442,67,-73.9354166667,7.19375,Río Magdalena
443,66,-73.9354166667,7.18958333333,Río Magdalena
444,67,-73.93125,7.18958333333,Río Magdalena
445,68,-73.9270833333,7.18541666667,Río Magdalena
446,66,-73.9354166667,7.18125,Río Magdalena
447,66,-73.93125,7.18125,Río Magdalena
448,66,-73.9354166667,7.17708333333,Río Magdalena
449,66,-73.9354166667,7.17291666667,Río Magdalena
450,67,-73.93125,7.17291666667,Río Magdalena
451,66,-73.9354166667,7.16875,Río Magdalena
452,68,-73.93125,7.16875,Río Magdalena
453,66,-73.9354166667,7.16458333333,Río Magdalena
454,68,-73.93125,7.16458333333,Río Magdalena
455,69,-73.9270833333,7.16458333333,Río Magdalena
456,68,-73.93125,7.16041666667,Río Magdalena
457,70,-73.9270833333,7.16041666667,Río Magdalena
458,67,-73.93125,7.15625,Río Magdalena
459,70,-73.9270833333,7.15625,Río Magdalena
460,68,-73.93125,7.15208333333,Río Magdalena
461,67,-73.9270833333,7.15208333333,Río Magdalena
462,68,-73.9229166667,7.15208333333,Río Magdalena
463,70,-73.93125,7.14791666667,Río Magdalena
464,67,-73.9270833333,7.14791666667,Río Magdalena
465,69,-73.9229166667,7.14791666667,Río Magdalena
466,69,-73.93125,7.14375,Río Magdalena
467,68,-73.9270833333,7.14375,Río Magdalena
468,68,-73.93125,7.13958333333,Río Magdalena
469,70,-73.9270833333,7.13958333333,Río Magdalena
470,67,-73.93125,7.13541666667,Río Magdalena
471,70,-73.9354166667,7.13125,Río Magdalena
472,68,-73.93125,7.13125,Río Magdalena
473,70,-73.9354166667,7.12708333333,Río Magdalena
474,70,-73.93125,7.12708333333,Río Magdalena
475,72,-73.9354166667,7.12291666667,Río Magdalena
476,69,-73.93125,7.12291666667,Río Magdalena
477,68,-73.93125,7.11875,Río Magdalena
478,70,-73.9270833333,7.11875,Río Magdalena
479,69,-73.93125,7.11458333333,Río Magdalena
480,71,-73.9270833333,7.11458333333,Río Magdalena
481,70,-73.93125,7.11041666667,Río Magdalena
482,68,-73.9270833333,7.11041666667,Río Magdalena
483,68,-73.9270833333,7.10625,Río Magdalena
484,68,-73.9229166667,7.10625,Río Magdalena
485,70,-73.9270833333,7.10208333333,Río Magdalena
486,70,-73.9229166667,7.09791666667,Río Magdalena
487,70,-73.9145833333,7.09791666667,Río Magdalena
488,72,-73.9229166667,7.09375,Río Magdalena
489,72,-73.91875,7.09375,Río Magdalena
490,69,-73.9145833333,7.09375,Río Magdalena
491,68,-73.9104166667,7.09375,Río Magdalena
492,72,-73.90625,7.09375,Río Magdalena
493,68,-73.90625,7.08958333333,Río Magdalena
494,68,-73.9020833333,7.08958333333,Río Magdalena
495,72,-73.9145833333,7.08541666667,Río Magdalena
496,72,-73.9104166667,7.08541666667,Río Magdalena
497,71,-73.90625,7.08541666667,Río Magdalena
498,68,-73.9020833333,7.08541666667,Río Magdalena
499,67,-73.8979166667,7.08541666667,Río Magdalena
500,68,-73.8979166667,7.08125,Río Magdalena
501,69,-73.89375,7.08125,Río Magdalena
502,67,-73.89375,7.07708333333,Río Magdalena
503,68,-73.8895833333,7.07708333333,Río Magdalena
504,70,-73.89375,7.07291666667,Río Magdalena
505,67,-73.8895833333,7.07291666667,Río Magdalena
506,68,-73.8895833333,7.06875,Río Magdalena
507,69,-73.8854166667,7.06875,Río Magdalena
508,69,-73.8854166667,7.06458333333,Río Magdalena
509,70,-73.88125,7.06458333333,Río Magdalena
510,70,-73.88125,7.06041666667,Río Magdalena
511,70,-73.8770833333,7.06041666667,Río Magdalena
512,67,-73.8770833333,7.05625,Río Magdalena
513,73,-73.8729166667,7.05625,Río Magdalena
514,69,-73.8895833333,7.05208333333,Río Magdalena
515,67,-73.8770833333,7.05208333333,Río Magdalena
516,68,-73.8729166667,7.05208333333,Río Magdalena
517,68,-73.86875,7.05208333333,Río Magdalena
518,69,-73.8770833333,7.04791666667,Río Magdalena
519,73,-73.8729166667,7.04791666667,Río Magdalena
520,69,-73.8854166667,7.04375,Río Magdalena
521,73,-73.8729166667,7.04375,Río Magdalena
522,68,-73.8854166667,7.03958333333,Río Magdalena
523,72,-73.8770833333,7.03958333333,Río Magdalena
524,73,-73.86875,7.03958333333,Río Magdalena
525,69,-73.8854166667,7.03541666667,Río Magdalena
526,70,-73.88125,7.03541666667,Río Magdalena
527,72,-73.8770833333,7.03541666667,Río Magdalena
528,69,-73.88125,7.03125,Río Magdalena
529,73,-73.8770833333,7.03125,Río Magdalena
530,71,-73.8895833333,7.02708333333,Río Magdalena
531,70,-73.8854166667,7.02708333333,Río Magdalena
532,70,-73.8854166667,7.02291666667,Río Magdalena
533,75,-73.8770833333,7.02291666667,Río Magdalena
534,71,-73.8854166667,7.01875,Río Magdalena
535,75,-73.8770833333,7.01875,Río Magdalena
536,71,-73.8854166667,7.01458333333,Río Magdalena
537,72,-73.8729166667,7.01458333333,Río Magdalena
538,70,-73.8854166667,7.01041666667,Río Magdalena
539,71,-73.88125,7.01041666667,Río Magdalena
540,75,-73.8770833333,7.01041666667,Río Magdalena
541,70,-73.8854166667,7.00625,Río Magdalena
542,72,-73.88125,7.00625,Río Magdalena
543,72,-73.8895833333,7.00208333333,Río Magdalena
544,71,-73.8854166667,7.00208333333,Río Magdalena
545,71,-73.8895833333,6.99791666667,Río Magdalena
546,71,-73.8979166667,6.99375,Río Magdalena
547,72,-73.8895833333,6.99375,Río Magdalena
548,71,-73.8979166667,6.98958333333,Río Magdalena
549,72,-73.89375,6.98958333333,Río Magdalena
550,71,-73.8979166667,6.98541666667,Río Magdalena
551,72,-73.90625,6.97708333333,Río Magdalena
552,76,-73.9020833333,6.97708333333,Río Magdalena
553,72,-73.9229166667,6.97291666667,Río Magdalena
554,72,-73.9104166667,6.97291666667,Río Magdalena
555,71,-73.9229166667,6.96875,Río Magdalena
556,73,-73.9145833333,6.96875,Río Magdalena
557,76,-73.9104166667,6.96875,Río Magdalena
558,72,-73.9270833333,6.96458333333,Río Magdalena
559,75,-73.91875,6.96458333333,Río Magdalena
560,74,-73.9354166667,6.96041666667,Río Magdalena
561,71,-73.93125,6.96041666667,Río Magdalena
562,72,-73.9229166667,6.96041666667,Río Magdalena
563,71,-73.9354166667,6.95625,Río Magdalena
564,74,-73.93125,6.95625,Río Magdalena
565,73,-73.9270833333,6.95625,Río Magdalena
566,74,-73.9229166667,6.95625,Río Magdalena
567,76,-73.9354166667,6.95208333333,Río Magdalena
568,39,-73.80625,8.13541666667,Río Magdalena
569,38,-73.8020833333,8.13541666667,Río Magdalena
570,35,-73.7979166667,8.13541666667,Río Magdalena
571,35,-73.7895833333,8.13541666667,Río Magdalena
572,34,-73.7854166667,8.13541666667,Río Magdalena
573,37,-73.7770833333,8.13541666667,Río Magdalena
574,35,-73.80625,8.13125,Río Magdalena
575,36,-73.8020833333,8.13125,Río Magdalena
576,40,-73.7979166667,8.13125,Río Magdalena
577,37,-73.7854166667,8.13125,Río Magdalena
578,36,-73.78125,8.13125,Río Magdalena
579,37,-73.7770833333,8.13125,Río Magdalena
580,39,-73.8104166667,8.12708333333,Río Magdalena
581,42,-73.8145833333,8.12291666667,Río Magdalena
582,36,-73.8145833333,8.11875,Río Magdalena
583,40,-73.80625,8.11875,Río Magdalena
584,37,-73.81875,8.11458333333,Río Magdalena
585,35,-73.8145833333,8.11458333333,Río Magdalena
586,40,-73.8104166667,8.11458333333,Río Magdalena
587,35,-73.81875,8.11041666667,Río Magdalena
588,37,-73.8270833333,8.10625,Río Magdalena
589,36,-73.8229166667,8.10625,Río Magdalena
590,36,-73.83125,8.10208333333,Río Magdalena
591,38,-73.8270833333,8.10208333333,Río Magdalena
592,38,-73.8354166667,8.09791666667,Río Magdalena
593,42,-73.8479166667,8.09375,Río Magdalena
594,39,-73.84375,8.09375,Río Magdalena
595,39,-73.8395833333,8.09375,Río Magdalena
596,46,-73.8645833333,8.08958333333,Río Magdalena
597,44,-73.8604166667,8.08958333333,Río Magdalena
598,45,-73.85625,8.08958333333,Río Magdalena
599,44,-73.8520833333,8.08958333333,Río Magdalena
600,39,-73.8479166667,8.08958333333,Río Magdalena
601,39,-73.84375,8.08958333333,Río Magdalena
602,43,-73.8645833333,8.08541666667,Río Magdalena
603,41,-73.85625,8.08541666667,Río Magdalena
604,39,-73.8520833333,8.08541666667,Río Magdalena
605,42,-73.84375,8.08541666667,Río Magdalena
606,42,-73.8645833333,8.08125,Río Magdalena
607,42,-73.8479166667,8.08125,Río Magdalena
608,40,-73.8645833333,8.07708333333,Río Magdalena
609,41,-73.86875,8.07291666667,Río Magdalena
610,38,-73.8645833333,8.07291666667,Río Magdalena
611,39,-73.8645833333,8.06875,Río Magdalena
612,37,-73.86875,8.06458333333,Río Magdalena
613,42,-73.8645833333,8.06458333333,Río Magdalena
614,38,-73.86875,8.06041666667,Río Magdalena
615,41,-73.8645833333,8.06041666667,Río Magdalena
616,38,-73.86875,8.05625,Río Magdalena
617,39,-73.8645833333,8.05625,Río Magdalena
618,37,-73.86875,8.05208333333,Río Magdalena
619,37,-73.8645833333,8.05208333333,Río Magdalena
620,37,-73.86875,8.04791666667,Río Magdalena
621,39,-73.8645833333,8.04791666667,Río Magdalena
622,38,-73.86875,8.04375,Río Magdalena
623,40,-73.86875,8.03958333333,Río Magdalena
624,42,-73.86875,8.03541666667,Río Magdalena
625,45,-73.8645833333,8.03541666667,Río Magdalena
626,41,-73.86875,8.03125,Río Magdalena
627,44,-73.8729166667,8.02708333333,Río Magdalena
628,44,-73.8645833333,8.02708333333,Río Magdalena
629,45,-73.8729166667,8.02291666667,Río Magdalena
630,40,-73.86875,8.02291666667,Río Magdalena
631,45,-73.8604166667,8.02291666667,Río Magdalena
632,46,-73.8729166667,8.01875,Río Magdalena
633,41,-73.86875,8.01875,Río Magdalena
634,42,-73.8645833333,8.01875,Río Magdalena
635,45,-73.8729166667,8.01458333333,Río Magdalena
636,44,-73.86875,8.01458333333,Río Magdalena
637,42,-73.8645833333,8.01458333333,Río Magdalena
638,45,-73.8604166667,8.01458333333,Río Magdalena
639,46,-73.8729166667,8.01041666667,Río Magdalena
640,46,-73.8604166667,8.01041666667,Río Magdalena
641,44,-73.8645833333,8.00625,Río Magdalena
642,46,-73.8604166667,8.00625,Río Magdalena
643,44,-73.8645833333,8.00208333333,Río Magdalena
644,47,-73.8604166667,8.00208333333,Río Magdalena
645,43,-73.86875,7.99791666667,Río Magdalena
646,44,-73.86875,7.99375,Río Magdalena
647,45,-73.86875,7.98958333333,Río Magdalena
648,45,-73.86875,7.98541666667,Río Magdalena
649,45,-73.8645833333,7.98541666667,Río Magdalena
650,45,-73.8645833333,7.98125,Río Magdalena
651,45,-73.8604166667,7.98125,Río Magdalena
652,46,-73.8729166667,7.97708333333,Río Magdalena
653,45,-73.8604166667,7.97708333333,Río Magdalena
654,49,-73.8729166667,7.97291666667,Río Magdalena
655,49,-73.86875,7.97291666667,Río Magdalena
656,46,-73.8645833333,7.97291666667,Río Magdalena
657,46,-73.85625,7.97291666667,Río Magdalena
658,46,-73.8520833333,7.97291666667,Río Magdalena
659,48,-73.8645833333,7.96875,Río Magdalena
660,45,-73.85625,7.96875,Río Magdalena
661,45,-73.8520833333,7.96875,Río Magdalena
662,45,-73.85625,7.96458333333,Río Magdalena
663,45,-73.8520833333,7.96458333333,Río Magdalena
664,44,-73.8520833333,7.96041666667,Río Magdalena
665,45,-73.8479166667,7.96041666667,Río Magdalena
666,44,-73.8479166667,7.95625,Río Magdalena
667,45,-73.84375,7.95625,Río Magdalena
668,45,-73.84375,7.95208333333,Río Magdalena
669,45,-73.8395833333,7.95208333333,Río Magdalena
670,44,-73.8395833333,7.94791666667,Río Magdalena
671,44,-73.8354166667,7.94791666667,Río Magdalena
672,45,-73.8354166667,7.94375,Río Magdalena
673,45,-73.8354166667,7.93958333333,Río Magdalena
674,45,-73.83125,7.93958333333,Río Magdalena
675,45,-73.83125,7.93541666667,Río Magdalena
676,45,-73.83125,7.93125,Río Magdalena
677,46,-73.8395833333,7.92708333333,Río Magdalena
678,45,-73.8354166667,7.92708333333,Río Magdalena
679,45,-73.83125,7.92708333333,Río Magdalena
680,45,-73.8354166667,7.92291666667,Río Magdalena
681,45,-73.8354166667,7.91875,Río Magdalena
682,45,-73.8354166667,7.91458333333,Río Magdalena
683,45,-73.83125,7.91458333333,Río Magdalena
684,45,-73.8354166667,7.91041666667,Río Magdalena
685,45,-73.83125,7.91041666667,Río Magdalena
686,46,-73.8395833333,7.90625,Río Magdalena
687,45,-73.8354166667,7.90625,Río Magdalena
688,45,-73.8395833333,7.90208333333,Río Magdalena
689,45,-73.8354166667,7.90208333333,Río Magdalena
690,45,-73.83125,7.90208333333,Río Magdalena
691,46,-73.8395833333,7.89791666667,Río Magdalena
692,45,-73.8354166667,7.89791666667,Río Magdalena
693,45,-73.83125,7.89791666667,Río Magdalena
694,45,-73.8395833333,7.89375,Río Magdalena
695,45,-73.8354166667,7.89375,Río Magdalena
696,46,-73.8270833333,7.89375,Río Magdalena
697,47,-73.8395833333,7.88958333333,Río Magdalena
698,45,-73.8354166667,7.88958333333,Río Magdalena
699,45,-73.8270833333,7.88958333333,Río Magdalena
700,45,-73.8229166667,7.88958333333,Río Magdalena
701,45,-73.8354166667,7.88541666667,Río Magdalena
702,45,-73.8229166667,7.88541666667,Río Magdalena
703,46,-73.81875,7.88541666667,Río Magdalena
704,46,-73.8354166667,7.88125,Río Magdalena
705,45,-73.83125,7.88125,Río Magdalena
706,45,-73.8270833333,7.88125,Río Magdalena
707,45,-73.8229166667,7.88125,Río Magdalena
708,46,-73.81875,7.88125,Río Magdalena
709,47,-73.83125,7.87708333333,Río Magdalena
710,45,-73.8270833333,7.87708333333,Río Magdalena
711,45,-73.81875,7.87708333333,Río Magdalena
712,46,-73.8270833333,7.87291666667,Río Magdalena
713,45,-73.8229166667,7.87291666667,Río Magdalena
714,45,-73.81875,7.87291666667,Río Magdalena
715,47,-73.8270833333,7.86875,Río Magdalena
716,45,-73.8229166667,7.86875,Río Magdalena
717,45,-73.81875,7.86875,Río Magdalena
718,45,-73.8229166667,7.86458333333,Río Magdalena
719,45,-73.81875,7.86458333333,Río Magdalena
720,45,-73.8229166667,7.86041666667,Río Magdalena
721,45,-73.8229166667,7.85625,Río Magdalena
722,46,-73.81875,7.85625,Río Magdalena
723,45,-73.8229166667,7.85208333333,Río Magdalena
724,46,-73.81875,7.85208333333,Río Magdalena
725,45,-73.81875,7.84791666667,Río Magdalena
726,47,-73.8270833333,7.84375,Río Magdalena
727,45,-73.81875,7.84375,Río Magdalena
728,45,-73.8145833333,7.84375,Río Magdalena
729,47,-73.8270833333,7.83958333333,Río Magdalena
730,45,-73.81875,7.83958333333,Río Magdalena
731,47,-73.8104166667,7.83958333333,Río Magdalena
732,46,-73.8270833333,7.83541666667,Río Magdalena
733,45,-73.81875,7.83541666667,Río Magdalena
734,45,-73.81875,7.83125,Río Magdalena
735,45,-73.81875,7.82708333333,Río Magdalena
736,46,-73.8229166667,7.82291666667,Río Magdalena
737,46,-73.80625,7.82291666667,Río Magdalena
738,47,-73.8229166667,7.81875,Río Magdalena
739,45,-73.81875,7.81875,Río Magdalena
740,45,-73.80625,7.81875,Río Magdalena
741,47,-73.8229166667,7.81458333333,Río Magdalena
742,45,-73.8145833333,7.81458333333,Río Magdalena
743,45,-73.8104166667,7.81458333333,Río Magdalena
744,46,-73.80625,7.81458333333,Río Magdalena
745,46,-73.8229166667,7.81041666667,Río Magdalena
746,45,-73.8104166667,7.81041666667,Río Magdalena
747,46,-73.80625,7.81041666667,Río Magdalena
