Rowid,Z,X,Y,DRENAJE
748,49,-73.8270833333,7.80625,Río Magdalena
749,45,-73.8104166667,7.80625,Río Magdalena
750,46,-73.80625,7.80625,Río Magdalena
751,48,-73.8270833333,7.80208333333,Río Magdalena
752,45,-73.8104166667,7.80208333333,Río Magdalena
753,50,-73.8270833333,7.79791666667,Río Magdalena
754,46,-73.8229166667,7.79791666667,Río Magdalena
755,45,-73.8104166667,7.79791666667,Río Magdalena
756,46,-73.80625,7.79791666667,Río Magdalena
757,50,-73.8229166667,7.79375,Río Magdalena
758,46,-73.81875,7.79375,Río Magdalena
759,45,-73.8145833333,7.79375,Río Magdalena
760,45,-73.8104166667,7.79375,Río Magdalena
761,45,-73.80625,7.79375,Río Magdalena
762,46,-73.8104166667,7.78958333333,Río Magdalena
763,45,-73.80625,7.78958333333,Río Magdalena
764,46,-73.80625,7.78541666667,Río Magdalena
765,46,-73.8020833333,7.78125,Río Magdalena
766,47,-73.7979166667,7.77708333333,Río Magdalena
767,46,-73.7979166667,7.77291666667,Río Magdalena
768,48,-73.8020833333,7.76875,Río Magdalena
769,46,-73.7979166667,7.76875,Río Magdalena
770,46,-73.8020833333,7.76458333333,Río Magdalena
771,49,-73.80625,7.76041666667,Río Magdalena
772,49,-73.8104166667,7.75625,Río Magdalena
773,47,-73.80625,7.75625,Río Magdalena
774,47,-73.8104166667,7.75208333333,Río Magdalena
775,48,-73.8145833333,7.74791666667,Río Magdalena
776,48,-73.8104166667,7.74791666667,Río Magdalena
777,51,-73.8229166667,7.74375,Río Magdalena
778,48,-73.81875,7.74375,Río Magdalena
779,53,-73.83125,7.73958333333,Río Magdalena
780,49,-73.8270833333,7.73958333333,Río Magdalena
781,47,-73.8229166667,7.73958333333,Río Magdalena
782,48,-73.81875,7.73958333333,Río Magdalena
783,50,-73.8145833333,7.73958333333,Río Magdalena
784,52,-73.83125,7.73541666667,Río Magdalena
785,48,-73.8270833333,7.73541666667,Río Magdalena
786,51,-73.83125,7.73125,Río Magdalena
787,55,-73.8354166667,7.72708333333,Río Magdalena
788,49,-73.83125,7.72708333333,Río Magdalena
789,54,-73.8354166667,7.72291666667,Río Magdalena
790,48,-73.83125,7.72291666667,Río Magdalena
791,53,-73.8354166667,7.71875,Río Magdalena
792,47,-73.83125,7.71875,Río Magdalena
793,48,-73.83125,7.71458333333,Río Magdalena
794,50,-73.8270833333,7.71458333333,Río Magdalena
795,48,-73.8354166667,7.71041666667,Río Magdalena
796,50,-73.83125,7.71041666667,Río Magdalena
797,48,-73.8354166667,7.70625,Río Magdalena
798,51,-73.83125,7.70625,Río Magdalena
799,48,-73.8354166667,7.70208333333,Río Magdalena
800,50,-73.83125,7.70208333333,Río Magdalena
801,49,-73.8354166667,7.69791666667,Río Magdalena
802,49,-73.83125,7.69791666667,Río Magdalena
803,53,-73.8354166667,7.68958333333,Río Magdalena
804,53,-73.8354166667,7.68541666667,Río Magdalena
805,50,-73.8354166667,7.67708333333,Río Magdalena
806,50,-73.83125,7.67708333333,Río Magdalena
807,52,-73.8270833333,7.67291666667,Río Magdalena
808,51,-73.8270833333,7.66875,Río Magdalena
809,54,-73.8229166667,7.66875,Río Magdalena
810,56,-73.8229166667,7.66458333333,Río Magdalena
811,50,-73.83125,7.66041666667,Río Magdalena
812,52,-73.8270833333,7.66041666667,Río Magdalena
813,57,-73.8229166667,7.66041666667,Río Magdalena
814,56,-73.84375,7.65625,Río Magdalena
815,52,-73.8395833333,7.65625,Río Magdalena
816,52,-73.84375,7.65208333333,Río Magdalena
817,55,-73.8479166667,7.64791666667,Río Magdalena
818,54,-73.8479166667,7.64375,Río Magdalena
819,51,-73.84375,7.64375,Río Magdalena
820,51,-73.84375,7.63958333333,Río Magdalena
821,52,-73.84375,7.63541666667,Río Magdalena
822,52,-73.84375,7.63125,Río Magdalena
823,52,-73.8395833333,7.63125,Río Magdalena
824,52,-73.8395833333,7.62708333333,Río Magdalena
825,54,-73.8354166667,7.62708333333,Río Magdalena
826,52,-73.8395833333,7.62291666667,Río Magdalena
827,54,-73.84375,7.61875,Río Magdalena
828,53,-73.8395833333,7.61875,Río Magdalena
829,54,-73.8395833333,7.61458333333,Río Magdalena
830,52,-73.8395833333,7.61041666667,Río Magdalena
831,54,-73.84375,7.60625,Río Magdalena
832,53,-73.8395833333,7.60625,Río Magdalena
833,53,-73.84375,7.60208333333,Río Magdalena
834,55,-73.8395833333,7.60208333333,Río Magdalena
835,54,-73.8479166667,7.59791666667,Río Magdalena
836,54,-73.84375,7.59791666667,Río Magdalena
837,55,-73.8520833333,7.59375,Río Magdalena
838,53,-73.8479166667,7.59375,Río Magdalena
839,55,-73.85625,7.58958333333,Río Magdalena
840,53,-73.8520833333,7.58958333333,Río Magdalena
841,55,-73.8604166667,7.58541666667,Río Magdalena
842,54,-73.85625,7.58541666667,Río Magdalena
843,53,-73.8520833333,7.58541666667,Río Magdalena
844,53,-73.8604166667,7.58125,Río Magdalena
845,54,-73.85625,7.58125,Río Magdalena
846,53,-73.8520833333,7.58125,Río Magdalena
847,58,-73.8645833333,7.57708333333,Río Magdalena
848,55,-73.85625,7.57708333333,Río Magdalena
849,54,-73.8520833333,7.57708333333,Río Magdalena
850,54,-73.8604166667,7.57291666667,Río Magdalena
851,54,-73.85625,7.57291666667,Río Magdalena
852,53,-73.8520833333,7.57291666667,Río Magdalena
853,54,-73.8604166667,7.56875,Río Magdalena
854,53,-73.85625,7.56875,Río Magdalena
855,54,-73.8604166667,7.56458333333,Río Magdalena
856,53,-73.85625,7.56458333333,Río Magdalena
857,54,-73.85625,7.56041666667,Río Magdalena
858,55,-73.8645833333,7.55625,Río Magdalena
859,53,-73.8604166667,7.55625,Río Magdalena
860,55,-73.85625,7.55625,Río Magdalena
861,54,-73.8645833333,7.55208333333,Río Magdalena
862,56,-73.85625,7.55208333333,Río Magdalena
863,54,-73.8604166667,7.54791666667,Río Magdalena
864,57,-73.88125,7.54375,Río Magdalena
865,55,-73.8770833333,7.54375,Río Magdalena
866,53,-73.8729166667,7.54375,Río Magdalena
867,54,-73.89375,7.53958333333,Río Magdalena
868,55,-73.8979166667,7.53541666667,Río Magdalena
869,58,-73.8770833333,7.53541666667,Río Magdalena
870,57,-73.8729166667,7.53541666667,Río Magdalena
871,54,-73.8979166667,7.53125,Río Magdalena
872,58,-73.8770833333,7.53125,Río Magdalena
873,55,-73.8729166667,7.53125,Río Magdalena
874,55,-73.86875,7.53125,Río Magdalena
875,54,-73.9020833333,7.52708333333,Río Magdalena
876,56,-73.8979166667,7.52708333333,Río Magdalena
877,56,-73.8770833333,7.52708333333,Río Magdalena
878,57,-73.86875,7.52708333333,Río Magdalena
879,56,-73.90625,7.52291666667,Río Magdalena
880,54,-73.9020833333,7.52291666667,Río Magdalena
881,56,-73.8770833333,7.52291666667,Río Magdalena
882,56,-73.90625,7.51875,Río Magdalena
883,55,-73.8770833333,7.51875,Río Magdalena
884,55,-73.90625,7.51458333333,Río Magdalena
885,56,-73.9104166667,7.51041666667,Río Magdalena
886,57,-73.90625,7.51041666667,Río Magdalena
887,55,-73.9104166667,7.50625,Río Magdalena
888,58,-73.90625,7.50625,Río Magdalena
889,57,-73.8895833333,7.50625,Río Magdalena
890,57,-73.8854166667,7.50625,Río Magdalena
891,56,-73.88125,7.50625,Río Magdalena
892,56,-73.9104166667,7.50208333333,Río Magdalena
893,57,-73.90625,7.50208333333,Río Magdalena
894,57,-73.9020833333,7.50208333333,Río Magdalena
895,57,-73.8979166667,7.50208333333,Río Magdalena
896,58,-73.89375,7.50208333333,Río Magdalena
897,57,-73.8895833333,7.50208333333,Río Magdalena
898,57,-73.8854166667,7.50208333333,Río Magdalena
899,58,-73.9145833333,7.49791666667,Río Magdalena
900,56,-73.9104166667,7.49791666667,Río Magdalena
901,57,-73.9145833333,7.49375,Río Magdalena
902,57,-73.9104166667,7.49375,Río Magdalena
903,56,-73.9145833333,7.48958333333,Río Magdalena
904,57,-73.9104166667,7.48958333333,Río Magdalena
905,57,-73.9145833333,7.48541666667,Río Magdalena
906,58,-73.9145833333,7.48125,Río Magdalena
907,58,-73.9104166667,7.48125,Río Magdalena
908,60,-73.91875,7.47708333333,Río Magdalena
909,57,-73.9145833333,7.47708333333,Río Magdalena
910,58,-73.9104166667,7.47708333333,Río Magdalena
911,59,-73.91875,7.47291666667,Río Magdalena
912,57,-73.9145833333,7.47291666667,Río Magdalena
913,58,-73.9104166667,7.47291666667,Río Magdalena
914,57,-73.9104166667,7.46875,Río Magdalena
915,58,-73.90625,7.46875,Río Magdalena
916,57,-73.9104166667,7.46458333333,Río Magdalena
917,58,-73.9104166667,7.46041666667,Río Magdalena
918,57,-73.90625,7.46041666667,Río Magdalena
919,59,-73.9104166667,7.45625,Río Magdalena
920,58,-73.90625,7.45625,Río Magdalena
921,59,-73.9020833333,7.45625,Río Magdalena
922,60,-73.9104166667,7.45208333333,Río Magdalena
923,59,-73.90625,7.45208333333,Río Magdalena
924,58,-73.9020833333,7.45208333333,Río Magdalena
925,59,-73.90625,7.44791666667,Río Magdalena
926,58,-73.9020833333,7.44791666667,Río Magdalena
927,58,-73.8979166667,7.44791666667,Río Magdalena
928,58,-73.9020833333,7.44375,Río Magdalena
929,58,-73.8979166667,7.44375,Río Magdalena
930,58,-73.8979166667,7.43958333333,Río Magdalena
931,58,-73.8979166667,7.43541666667,Río Magdalena
932,59,-73.8979166667,7.42708333333,Río Magdalena
933,60,-73.89375,7.42708333333,Río Magdalena
934,60,-73.8979166667,7.42291666667,Río Magdalena
935,59,-73.89375,7.42291666667,Río Magdalena
936,60,-73.8979166667,7.41875,Río Magdalena
937,59,-73.89375,7.41875,Río Magdalena
938,62,-73.9020833333,7.41458333333,Río Magdalena
939,60,-73.8979166667,7.41458333333,Río Magdalena
940,60,-73.89375,7.41458333333,Río Magdalena
941,61,-73.9020833333,7.41041666667,Río Magdalena
942,60,-73.8979166667,7.41041666667,Río Magdalena
943,60,-73.89375,7.41041666667,Río Magdalena
944,61,-73.9020833333,7.40625,Río Magdalena
945,60,-73.8979166667,7.40625,Río Magdalena
946,60,-73.9020833333,7.40208333333,Río Magdalena
947,61,-73.8979166667,7.40208333333,Río Magdalena
948,61,-73.90625,7.39791666667,Río Magdalena
949,60,-73.9020833333,7.39791666667,Río Magdalena
950,62,-73.8979166667,7.39791666667,Río Magdalena
951,61,-73.90625,7.39375,Río Magdalena
952,61,-73.9020833333,7.39375,Río Magdalena
953,62,-73.8979166667,7.39375,Río Magdalena
954,61,-73.90625,7.38958333333,Río Magdalena
955,62,-73.9020833333,7.38958333333,Río Magdalena
956,62,-73.8979166667,7.38958333333,Río Magdalena
957,62,-73.9104166667,7.38541666667,Río Magdalena
958,62,-73.9020833333,7.38541666667,Río Magdalena
959,61,-73.9104166667,7.38125,Río Magdalena
960,62,-73.9020833333,7.38125,Río Magdalena
961,61,-73.9104166667,7.37708333333,Río Magdalena
962,62,-73.9020833333,7.37708333333,Río Magdalena
963,62,-73.9145833333,7.37291666667,Río Magdalena
964,61,-73.9104166667,7.37291666667,Río Magdalena
965,62,-73.9145833333,7.36875,Río Magdalena
966,62,-73.9104166667,7.36875,Río Magdalena
967,62,-73.90625,7.36875,Río Magdalena
968,63,-73.9145833333,7.36458333333,Río Magdalena
969,62,-73.90625,7.36458333333,Río Magdalena
970,62,-73.9020833333,7.36458333333,Río Magdalena
971,67,-73.91875,7.36041666667,Río Magdalena
972,62,-73.9145833333,7.36041666667,Río Magdalena
973,64,-73.91875,7.35625,Río Magdalena
974,62,-73.9145833333,7.35625,Río Magdalena
975,62,-73.90625,7.35625,Río Magdalena
976,63,-73.91875,7.35208333333,Río Magdalena
977,62,-73.9145833333,7.35208333333,Río Magdalena
978,62,-73.90625,7.35208333333,Río Magdalena
979,62,-73.9145833333,7.34791666667,Río Magdalena
980,64,-73.9104166667,7.34791666667,Río Magdalena
981,63,-73.90625,7.34791666667,Río Magdalena
982,62,-73.9145833333,7.34375,Río Magdalena
983,64,-73.9104166667,7.34375,Río Magdalena
984,63,-73.90625,7.34375,Río Magdalena
985,62,-73.9104166667,7.33958333333,Río Magdalena
986,63,-73.90625,7.33958333333,Río Magdalena
987,64,-73.9270833333,7.33541666667,Río Magdalena
988,62,-73.9104166667,7.33541666667,Río Magdalena
989,62,-73.9104166667,7.33125,Río Magdalena
990,63,-73.9145833333,7.32708333333,Río Magdalena
991,64,-73.9104166667,7.32708333333,Río Magdalena
992,25,-74.0270833333,8.96041666667,Río Magdalena
993,25,-74.00625,8.96041666667,Río Magdalena
994,24,-73.9854166667,8.96041666667,Río Magdalena
995,26,-73.98125,8.96041666667,Río Magdalena
996,24,-74.1104166667,8.95625,Río Magdalena
997,25,-74.10625,8.95625,Río Magdalena
998,25,-74.1020833333,8.95625,Río Magdalena
999,25,-74.0979166667,8.95625,Río Magdalena
1000,25,-74.04375,8.95625,Río Magdalena
1001,25,-74.0395833333,8.95625,Río Magdalena
1002,25,-74.0354166667,8.95625,Río Magdalena
1003,24,-74.0229166667,8.95625,Río Magdalena
1004,24,-74.00625,8.95625,Río Magdalena
1005,25,-73.9979166667,8.95625,Río Magdalena
1006,25,-73.99375,8.95625,Río Magdalena
1007,24,-73.9895833333,8.95625,Río Magdalena
1008,25,-73.9854166667,8.95625,Río Magdalena
1009,24,-74.11875,8.95208333333,Río Magdalena
1010,25,-74.1104166667,8.95208333333,Río Magdalena
1011,24,-74.09375,8.95208333333,Río Magdalena
1012,25,-74.0895833333,8.95208333333,Río Magdalena
1013,24,-74.0854166667,8.95208333333,Río Magdalena
1014,24,-74.08125,8.95208333333,Río Magdalena
1015,24,-74.0770833333,8.95208333333,Río Magdalena
1016,25,-74.05625,8.95208333333,Río Magdalena
1017,25,-74.0520833333,8.95208333333,Río Magdalena
1018,27,-74.0479166667,8.95208333333,Río Magdalena
1019,26,-74.01875,8.95208333333,Río Magdalena
1020,25,-74.0145833333,8.95208333333,Río Magdalena
1021,25,-74.0104166667,8.95208333333,Río Magdalena
1022,25,-74.00625,8.95208333333,Río Magdalena
1023,25,-74.0020833333,8.95208333333,Río Magdalena
1024,25,-73.9979166667,8.95208333333,Río Magdalena
1025,24,-73.99375,8.95208333333,Río Magdalena
1026,25,-73.9895833333,8.95208333333,Río Magdalena
1027,24,-74.1229166667,8.94791666667,Río Magdalena
1028,25,-74.0729166667,8.94791666667,Río Magdalena
1029,25,-74.06875,8.94791666667,Río Magdalena
1030,26,-74.0645833333,8.94791666667,Río Magdalena
1031,25,-74.13125,8.94375,Río Magdalena
1032,24,-74.1270833333,8.94375,Río Magdalena
1033,25,-74.1229166667,8.94375,Río Magdalena
1034,28,-73.8729166667,8.96041666667,Río Magdalena
1035,28,-73.86875,8.96041666667,Río Magdalena
1036,28,-73.8645833333,8.96041666667,Río Magdalena
1037,27,-73.8729166667,8.95625,Río Magdalena
1038,28,-73.86875,8.95625,Río Magdalena
1039,28,-73.8645833333,8.95625,Río Magdalena
1040,28,-73.86875,8.95208333333,Río Magdalena
1041,28,-73.8645833333,8.95208333333,Río Magdalena
1042,25,-73.86875,8.94791666667,Río Magdalena
1043,28,-73.8645833333,8.94791666667,Río Magdalena
1044,25,-73.8604166667,8.94791666667,Río Magdalena
1045,27,-73.8729166667,8.94375,Río Magdalena
1046,24,-73.86875,8.94375,Río Magdalena
1047,25,-73.8645833333,8.94375,Río Magdalena
1048,26,-73.86875,8.93958333333,Río Magdalena
1049,27,-73.86875,8.93541666667,Río Magdalena
1050,26,-73.86875,8.93125,Río Magdalena
1051,26,-73.86875,8.92708333333,Río Magdalena
1052,27,-73.8729166667,8.92291666667,Río Magdalena
1053,28,-73.86875,8.92291666667,Río Magdalena
1054,26,-73.8729166667,8.91875,Río Magdalena
1055,27,-73.86875,8.91875,Río Magdalena
1056,26,-73.86875,8.91458333333,Río Magdalena
1057,27,-73.8729166667,8.91041666667,Río Magdalena
1058,26,-73.8729166667,8.90625,Río Magdalena
1059,28,-73.8729166667,8.90208333333,Río Magdalena
1060,27,-73.8645833333,8.90208333333,Río Magdalena
1061,26,-73.8645833333,8.89791666667,Río Magdalena
1062,26,-73.86875,8.89375,Río Magdalena
1063,25,-73.8645833333,8.89375,Río Magdalena
1064,28,-73.86875,8.88958333333,Río Magdalena
1065,25,-73.8645833333,8.88958333333,Río Magdalena
1066,32,-73.86875,8.88541666667,Río Magdalena
1067,26,-73.8645833333,8.88541666667,Río Magdalena
1068,30,-73.8645833333,8.88125,Río Magdalena
1069,26,-73.8604166667,8.88125,Río Magdalena
1070,27,-73.8604166667,8.87708333333,Río Magdalena
1071,27,-73.85625,8.87708333333,Río Magdalena
1072,27,-73.85625,8.87291666667,Río Magdalena
1073,26,-73.8479166667,8.86875,Río Magdalena
1074,25,-73.84375,8.86458333333,Río Magdalena
1075,27,-73.8395833333,8.86458333333,Río Magdalena
1076,25,-73.8395833333,8.86041666667,Río Magdalena
1077,28,-73.8354166667,8.86041666667,Río Magdalena
1078,25,-73.8395833333,8.85625,Río Magdalena
1079,25,-73.8354166667,8.85625,Río Magdalena
1080,28,-73.8395833333,8.85208333333,Río Magdalena
1081,26,-73.8354166667,8.85208333333,Río Magdalena
1082,25,-73.83125,8.85208333333,Río Magdalena
1083,27,-73.8270833333,8.85208333333,Río Magdalena
1084,29,-73.8229166667,8.85208333333,Río Magdalena
1085,28,-73.83125,8.84791666667,Río Magdalena
1086,26,-73.8270833333,8.84791666667,Río Magdalena
1087,28,-73.81875,8.84791666667,Río Magdalena
1088,30,-73.8145833333,8.84791666667,Río Magdalena
1089,29,-73.8270833333,8.84375,Río Magdalena
1090,26,-73.8229166667,8.84375,Río Magdalena
1091,28,-73.81875,8.84375,Río Magdalena
1092,29,-73.8229166667,8.83958333333,Río Magdalena
1093,26,-73.81875,8.83958333333,Río Magdalena
1094,25,-73.8145833333,8.83958333333,Río Magdalena
1095,28,-73.8104166667,8.83958333333,Río Magdalena
1096,30,-73.81875,8.83541666667,Río Magdalena
1097,26,-73.8145833333,8.83541666667,Río Magdalena
1098,26,-73.8104166667,8.83541666667,Río Magdalena
1099,26,-73.8104166667,8.83125,Río Magdalena
1100,28,-73.80625,8.83125,Río Magdalena
1101,26,-73.80625,8.82708333333,Río Magdalena
1102,26,-73.8020833333,8.82291666667,Río Magdalena
1103,27,-73.8020833333,8.81875,Río Magdalena
1104,27,-73.7979166667,8.81875,Río Magdalena
1105,25,-73.7979166667,8.81458333333,Río Magdalena
1106,28,-73.79375,8.81458333333,Río Magdalena
1107,26,-73.7979166667,8.81041666667,Río Magdalena
1108,29,-73.7854166667,8.81041666667,Río Magdalena
1109,29,-73.7979166667,8.80625,Río Magdalena
1110,26,-73.79375,8.80625,Río Magdalena
1111,26,-73.79375,8.80208333333,Río Magdalena
1112,28,-73.7895833333,8.80208333333,Río Magdalena
1113,28,-73.7854166667,8.80208333333,Río Magdalena
1114,27,-73.79375,8.79791666667,Río Magdalena
1115,27,-73.79375,8.79375,Río Magdalena
1116,26,-73.7895833333,8.79375,Río Magdalena
1117,27,-73.79375,8.78958333333,Río Magdalena
1118,28,-73.7895833333,8.78958333333,Río Magdalena
1119,26,-73.79375,8.78541666667,Río Magdalena
1120,27,-73.79375,8.78125,Río Magdalena
1121,27,-73.79375,8.77708333333,Río Magdalena
1122,28,-73.79375,8.77291666667,Río Magdalena
1123,30,-73.79375,8.76458333333,Río Magdalena
1124,35,-73.7979166667,8.75625,Río Magdalena
1125,28,-73.7895833333,8.75625,Río Magdalena
1126,28,-73.79375,8.75208333333,Río Magdalena
1127,28,-73.7895833333,8.75208333333,Río Magdalena
1128,27,-73.79375,8.74791666667,Río Magdalena
1129,29,-73.7895833333,8.74791666667,Río Magdalena
1130,29,-73.7979166667,8.74375,Río Magdalena
1131,28,-73.79375,8.74375,Río Magdalena
1132,31,-73.8020833333,8.73958333333,Río Magdalena
1133,29,-73.7979166667,8.73958333333,Río Magdalena
1134,31,-73.8104166667,8.73541666667,Río Magdalena
1135,30,-73.80625,8.73541666667,Río Magdalena
1136,30,-73.8104166667,8.73125,Río Magdalena
1137,29,-73.8145833333,8.72708333333,Río Magdalena
1138,28,-73.8145833333,8.72291666667,Río Magdalena
1139,28,-73.8145833333,8.71875,Río Magdalena
1140,29,-73.8145833333,8.71458333333,Río Magdalena
1141,29,-73.8104166667,8.71458333333,Río Magdalena
1142,32,-73.80625,8.71458333333,Río Magdalena
1143,29,-73.8104166667,8.71041666667,Río Magdalena
1144,30,-73.8104166667,8.70625,Río Magdalena
1145,30,-73.8104166667,8.70208333333,Río Magdalena
1146,30,-73.8104166667,8.69791666667,Río Magdalena
1147,30,-73.8104166667,8.69375,Río Magdalena
1148,32,-73.80625,8.69375,Río Magdalena
1149,31,-73.8104166667,8.68958333333,Río Magdalena
1150,30,-73.80625,8.68958333333,Río Magdalena
1151,32,-73.8145833333,8.68541666667,Río Magdalena
1152,31,-73.80625,8.68541666667,Río Magdalena
1153,29,-73.8104166667,8.68125,Río Magdalena
1154,31,-73.81875,8.67708333333,Río Magdalena
1155,30,-73.8145833333,8.67708333333,Río Magdalena
1156,29,-73.8104166667,8.67708333333,Río Magdalena
1157,30,-73.81875,8.67291666667,Río Magdalena
1158,28,-73.8145833333,8.67291666667,Río Magdalena
1159,29,-73.81875,8.66875,Río Magdalena
1160,29,-73.81875,8.66458333333,Río Magdalena
1161,31,-73.81875,8.66041666667,Río Magdalena
1162,31,-73.81875,8.65625,Río Magdalena
1163,31,-73.81875,8.65208333333,Río Magdalena
1164,30,-73.81875,8.64791666667,Río Magdalena
1165,29,-73.81875,8.64375,Río Magdalena
1166,29,-73.81875,8.63958333333,Río Magdalena
1167,30,-73.81875,8.63541666667,Río Magdalena
1168,33,-73.81875,8.63125,Río Magdalena
1169,30,-73.8145833333,8.63125,Río Magdalena
1170,34,-73.81875,8.62708333333,Río Magdalena
1171,31,-73.8145833333,8.62708333333,Río Magdalena
1172,34,-73.81875,8.62291666667,Río Magdalena
1173,34,-73.8145833333,8.62291666667,Río Magdalena
1174,29,-73.8104166667,8.62291666667,Río Magdalena
1175,32,-73.8104166667,8.61875,Río Magdalena
1176,31,-73.80625,8.61875,Río Magdalena
1177,33,-73.80625,8.61458333333,Río Magdalena
1178,33,-73.7979166667,8.61041666667,Río Magdalena
1179,34,-73.7979166667,8.60625,Río Magdalena
1180,32,-73.79375,8.60625,Río Magdalena
1181,35,-73.7979166667,8.60208333333,Río Magdalena
1182,32,-73.79375,8.60208333333,Río Magdalena
1183,35,-73.7979166667,8.59791666667,Río Magdalena
1184,32,-73.79375,8.59791666667,Río Magdalena
1185,31,-73.79375,8.59375,Río Magdalena
1186,32,-73.79375,8.58958333333,Río Magdalena
1187,34,-73.79375,8.58541666667,Río Magdalena
1188,32,-73.7895833333,8.58541666667,Río Magdalena
1189,31,-73.7895833333,8.58125,Río Magdalena
1190,33,-73.7895833333,8.57708333333,Río Magdalena
1191,31,-73.7854166667,8.57708333333,Río Magdalena
1192,30,-73.7854166667,8.57291666667,Río Magdalena
1193,32,-73.7854166667,8.56875,Río Magdalena
1194,32,-73.78125,8.56875,Río Magdalena
1195,34,-73.7854166667,8.56458333333,Río Magdalena
1196,34,-73.7770833333,8.56458333333,Río Magdalena
1197,35,-73.7854166667,8.56041666667,Río Magdalena
1198,33,-73.7729166667,8.56041666667,Río Magdalena
1199,33,-73.78125,8.55625,Río Magdalena
1200,33,-73.78125,8.55208333333,Río Magdalena
1201,30,-73.7770833333,8.55208333333,Río Magdalena
1202,36,-73.76875,8.55208333333,Río Magdalena
1203,36,-73.78125,8.54791666667,Río Magdalena
1204,30,-73.7770833333,8.54791666667,Río Magdalena
1205,31,-73.7770833333,8.54375,Río Magdalena
1206,31,-73.7770833333,8.53958333333,Río Magdalena
1207,31,-73.7770833333,8.53541666667,Río Magdalena
1208,32,-73.78125,8.53125,Río Magdalena
1209,32,-73.7770833333,8.53125,Río Magdalena
1210,32,-73.78125,8.52708333333,Río Magdalena
1211,32,-73.7770833333,8.52708333333,Río Magdalena
1212,33,-73.78125,8.52291666667,Río Magdalena
1213,32,-73.7770833333,8.52291666667,Río Magdalena
1214,34,-73.78125,8.51875,Río Magdalena
1215,31,-73.7770833333,8.51875,Río Magdalena
1216,31,-73.7770833333,8.51458333333,Río Magdalena
1217,32,-73.7770833333,8.51041666667,Río Magdalena
1218,32,-73.7729166667,8.50625,Río Magdalena
1219,35,-73.7770833333,8.50208333333,Río Magdalena
1220,31,-73.7729166667,8.50208333333,Río Magdalena
1221,37,-73.7770833333,8.49791666667,Río Magdalena
1222,31,-73.7729166667,8.49791666667,Río Magdalena
1223,33,-73.7729166667,8.49375,Río Magdalena
1224,35,-73.7729166667,8.48958333333,Río Magdalena
1225,31,-73.76875,8.48958333333,Río Magdalena
1226,34,-73.7645833333,8.48958333333,Río Magdalena
1227,34,-73.76875,8.48541666667,Río Magdalena
1228,31,-73.7645833333,8.48541666667,Río Magdalena
1229,33,-73.7645833333,8.48125,Río Magdalena
1230,31,-73.7604166667,8.48125,Río Magdalena
1231,33,-73.75625,8.48125,Río Magdalena
1232,33,-73.7604166667,8.47708333333,Río Magdalena
1233,30,-73.75625,8.47708333333,Río Magdalena
1234,32,-73.7520833333,8.47708333333,Río Magdalena
1235,34,-73.75625,8.47291666667,Río Magdalena
1236,31,-73.7520833333,8.47291666667,Río Magdalena
1237,33,-73.7479166667,8.46875,Río Magdalena
1238,33,-73.7520833333,8.46458333333,Río Magdalena
1239,31,-73.7479166667,8.46041666667,Río Magdalena
1240,33,-73.7479166667,8.44791666667,Río Magdalena
1241,34,-73.7520833333,8.44375,Río Magdalena
1242,32,-73.7479166667,8.44375,Río Magdalena
1243,35,-73.7520833333,8.43958333333,Río Magdalena
1244,33,-73.7479166667,8.43958333333,Río Magdalena
1245,32,-73.7479166667,8.43541666667,Río Magdalena
1246,32,-73.7479166667,8.43125,Río Magdalena
1247,34,-73.7479166667,8.42708333333,Río Magdalena
1248,40,-73.7520833333,8.42291666667,Río Magdalena
1249,34,-73.7479166667,8.42291666667,Río Magdalena
1250,34,-73.7479166667,8.41875,Río Magdalena
1251,33,-73.7479166667,8.41458333333,Río Magdalena
1252,33,-73.7520833333,8.41041666667,Río Magdalena
1253,32,-73.7479166667,8.41041666667,Río Magdalena
1254,35,-73.7520833333,8.40625,Río Magdalena
1255,33,-73.7479166667,8.40625,Río Magdalena
1256,33,-73.7479166667,8.40208333333,Río Magdalena
1257,33,-73.7520833333,8.38541666667,Río Magdalena
1258,34,-73.7520833333,8.38125,Río Magdalena
1259,34,-73.7479166667,8.38125,Río Magdalena
1260,36,-73.7520833333,8.37708333333,Río Magdalena
1261,33,-73.7479166667,8.36875,Río Magdalena
1262,32,-73.7479166667,8.36458333333,Río Magdalena
1263,33,-73.7479166667,8.36041666667,Río Magdalena
1264,34,-73.7520833333,8.35625,Río Magdalena
1265,33,-73.7520833333,8.35208333333,Río Magdalena
1266,33,-73.75625,8.34791666667,Río Magdalena
1267,35,-73.7520833333,8.34791666667,Río Magdalena
1268,34,-73.75625,8.34375,Río Magdalena
1269,37,-73.7604166667,8.33958333333,Río Magdalena
1270,36,-73.7604166667,8.33541666667,Río Magdalena
1271,34,-73.75625,8.33125,Río Magdalena
1272,36,-73.75625,8.32708333333,Río Magdalena
1273,37,-73.7520833333,8.32291666667,Río Magdalena
1274,35,-73.7479166667,8.31875,Río Magdalena
1275,35,-73.7479166667,8.31458333333,Río Magdalena
1276,35,-73.7520833333,8.31041666667,Río Magdalena
1277,35,-73.7604166667,8.30625,Río Magdalena
1278,34,-73.7604166667,8.30208333333,Río Magdalena
1279,33,-73.7604166667,8.29791666667,Río Magdalena
1280,35,-73.7604166667,8.29375,Río Magdalena
1281,34,-73.75625,8.28958333333,Río Magdalena
