OBJECTID;DEM_RÍO_MAGDALENA_tif;X;Y;DEM_RÍO_MAGDALENA_Band_1
40;76;-73,993749999999892;6,931249999999913;76,0000000
41;76;-73,989583333333229;6,931249999999913;76,0000000
42;76;-73,985416666666552;6,931249999999913;76,0000000
43;75;-73,981249999999889;6,931249999999913;75,0000000
44;75;-73,977083333333226;6,931249999999913;75,0000000
45;75;-73,972916666666563;6,931249999999913;75,0000000
46;78;-73,968749999999886;6,931249999999913;78,0000000
47;79;-74,002083333333218;6,927083333333246;79,0000000
48;77;-73,997916666666555;6,927083333333246;77,0000000
49;76;-73,993749999999892;6,927083333333246;76,0000000
50;76;-73,989583333333229;6,927083333333246;76,0000000
51;76;-73,985416666666552;6,927083333333246;76,0000000
52;78;-73,968749999999886;6,927083333333246;78,0000000
53;78;-74,002083333333218;6,922916666666580;78,0000000
54;77;-73,997916666666555;6,922916666666580;77,0000000
55;77;-73,993749999999892;6,922916666666580;77,0000000
56;77;-73,981249999999889;6,922916666666580;77,0000000
57;81;-73,972916666666563;6,922916666666580;81,0000000
58;78;-74,006249999999895;6,918749999999912;78,0000000
59;78;-73,997916666666555;6,918749999999912;78,0000000
60;79;-73,985416666666552;6,918749999999912;79,0000000
61;78;-74,014583333333221;6,914583333333246;78,0000000
62;78;-74,002083333333218;6,914583333333246;78,0000000
63;80;-73,997916666666555;6,914583333333246;80,0000000
64;79;-74,002083333333218;6,910416666666579;79,0000000
65;78;-74,014583333333221;6,906249999999913;78,0000000
66;79;-74,006249999999895;6,906249999999913;79,0000000
67;78;-74,018749999999883;6,902083333333247;78,0000000
68;78;-74,014583333333221;6,902083333333247;78,0000000
69;78;-74,027083333333223;6,897916666666579;78,0000000
70;79;-74,022916666666561;6,897916666666579;79,0000000
71;78;-74,014583333333221;6,897916666666579;78,0000000
72;81;-74,010416666666558;6,897916666666579;81,0000000
73;79;-74,031249999999886;6,893749999999913;79,0000000
74;79;-74,027083333333223;6,893749999999913;79,0000000
75;79;-74,022916666666561;6,893749999999913;79,0000000
76;78;-74,018749999999883;6,893749999999913;78,0000000
77;81;-74,014583333333221;6,893749999999913;81,0000000
78;79;-74,031249999999886;6,889583333333245;79,0000000
79;78;-74,022916666666561;6,889583333333245;78,0000000
80;80;-74,018749999999883;6,889583333333245;80,0000000
81;78;-74,031249999999886;6,885416666666579;78,0000000
82;78;-74,027083333333223;6,885416666666579;78,0000000
83;79;-74,022916666666561;6,885416666666579;79,0000000
84;80;-74,035416666666563;6,881249999999913;80,0000000
85;81;-74,031249999999886;6,881249999999913;81,0000000
86;79;-74,039583333333226;6,877083333333246;79,0000000
87;82;-74,035416666666563;6,877083333333246;82,0000000
88;80;-74,047916666666552;6,872916666666580;80,0000000
89;79;-74,043749999999889;6,872916666666580;79,0000000
90;80;-74,039583333333226;6,872916666666580;80,0000000
91;80;-74,052083333333229;6,868749999999912;80,0000000
92;79;-74,047916666666552;6,868749999999912;79,0000000
93;79;-74,043749999999889;6,868749999999912;79,0000000
94;81;-74,039583333333226;6,868749999999912;81,0000000
95;80;-74,056249999999892;6,864583333333246;80,0000000
96;79;-74,052083333333229;6,864583333333246;79,0000000
97;79;-74,047916666666552;6,864583333333246;79,0000000
98;81;-74,043749999999889;6,864583333333246;81,0000000
99;84;-74,064583333333218;6,860416666666579;84,0000000
100;80;-74,060416666666555;6,860416666666579;80,0000000
101;79;-74,056249999999892;6,860416666666579;79,0000000
102;79;-74,052083333333229;6,860416666666579;79,0000000
103;81;-74,047916666666552;6,860416666666579;81,0000000
104;83;-74,068749999999895;6,856249999999912;83,0000000
105;79;-74,064583333333218;6,856249999999912;79,0000000
106;79;-74,056249999999892;6,856249999999912;79,0000000
107;81;-74,052083333333229;6,856249999999912;81,0000000
108;83;-74,072916666666558;6,852083333333246;83,0000000
109;80;-74,068749999999895;6,852083333333246;80,0000000
110;79;-74,060416666666555;6,852083333333246;79,0000000
111;82;-74,056249999999892;6,852083333333246;82,0000000
112;81;-74,072916666666558;6,847916666666579;81,0000000
113;79;-74,068749999999895;6,847916666666579;79,0000000
114;79;-74,064583333333218;6,847916666666579;79,0000000
115;81;-74,072916666666558;6,843749999999913;81,0000000
116;80;-74,068749999999895;6,843749999999913;80,0000000
117;82;-74,077083333333221;6,839583333333246;82,0000000
118;80;-74,072916666666558;6,839583333333246;80,0000000
119;82;-74,081249999999898;6,835416666666579;82,0000000
120;82;-74,072916666666558;6,835416666666579;82,0000000
121;81;-74,081249999999898;6,831249999999912;81,0000000
122;80;-74,077083333333221;6,831249999999912;80,0000000
123;80;-74,081249999999898;6,827083333333245;80,0000000
124;79;-74,077083333333221;6,827083333333245;79,0000000
125;83;-74,085416666666561;6,822916666666579;83,0000000
126;82;-74,077083333333221;6,822916666666579;82,0000000
127;80;-74,081249999999898;6,818749999999913;80,0000000
128;80;-74,085416666666561;6,814583333333246;80,0000000
129;84;-74,081249999999898;6,814583333333246;84,0000000
130;85;-74,097916666666563;6,810416666666579;85,0000000
131;84;-74,093749999999886;6,810416666666579;84,0000000
132;83;-74,089583333333223;6,810416666666579;83,0000000
133;84;-74,085416666666561;6,810416666666579;84,0000000
134;84;-74,110416666666552;6,806249999999912;84,0000000
135;84;-74,106249999999889;6,806249999999912;84,0000000
136;84;-74,102083333333226;6,806249999999912;84,0000000
137;83;-74,089583333333223;6,806249999999912;83,0000000
138;84;-74,114583333333229;6,802083333333245;84,0000000
139;83;-74,110416666666552;6,802083333333245;83,0000000
140;84;-74,093749999999886;6,802083333333245;84,0000000
141;83;-74,110416666666552;6,797916666666579;83,0000000
142;84;-74,093749999999886;6,797916666666579;84,0000000
143;87;-74,135416666666558;6,793749999999912;87,0000000
144;83;-74,114583333333229;6,793749999999912;83,0000000
145;84;-74,097916666666563;6,793749999999912;84,0000000
146;86;-74,139583333333221;6,789583333333246;86,0000000
147;87;-74,135416666666558;6,789583333333246;87,0000000
148;88;-74,131249999999895;6,789583333333246;88,0000000
149;84;-74,127083333333218;6,789583333333246;84,0000000
150;83;-74,122916666666555;6,789583333333246;83,0000000
151;84;-74,114583333333229;6,789583333333246;84,0000000
152;83;-74,102083333333226;6,789583333333246;83,0000000
153;84;-74,097916666666563;6,789583333333246;84,0000000
154;85;-74,139583333333221;6,785416666666579;85,0000000
155;85;-74,135416666666558;6,785416666666579;85,0000000
156;85;-74,131249999999895;6,785416666666579;85,0000000
157;84;-74,127083333333218;6,785416666666579;84,0000000
158;85;-74,122916666666555;6,785416666666579;85,0000000
159;87;-74,118749999999892;6,785416666666579;87,0000000
160;87;-74,114583333333229;6,785416666666579;87,0000000
161;86;-74,110416666666552;6,785416666666579;86,0000000
162;84;-74,106249999999889;6,785416666666579;84,0000000
163;85;-74,139583333333221;6,781249999999912;85,0000000
164;85;-74,131249999999895;6,781249999999912;85,0000000
165;88;-74,118749999999892;6,781249999999912;88,0000000
166;88;-74,114583333333229;6,781249999999912;88,0000000
167;87;-74,110416666666552;6,781249999999912;87,0000000
168;85;-74,143749999999898;6,777083333333246;85,0000000
169;89;-74,139583333333221;6,777083333333246;89,0000000
170;85;-74,143749999999898;6,772916666666578;85,0000000
171;90;-74,139583333333221;6,772916666666578;90,0000000
172;88;-74,135416666666558;6,772916666666578;88,0000000
173;85;-74,143749999999898;6,768749999999912;85,0000000
174;91;-74,139583333333221;6,768749999999912;91,0000000
175;89;-74,135416666666558;6,768749999999912;89,0000000
176;89;-74,114583333333229;6,768749999999912;89,0000000
177;57;-73,914583333333226;7,493749999999915;57,0000000
178;57;-73,910416666666563;7,493749999999915;57,0000000
179;56;-73,914583333333226;7,489583333333249;56,0000000
180;57;-73,910416666666563;7,489583333333249;57,0000000
181;57;-73,914583333333226;7,485416666666582;57,0000000
182;58;-73,914583333333226;7,481249999999915;58,0000000
183;58;-73,910416666666563;7,481249999999915;58,0000000
184;60;-73,918749999999889;7,477083333333248;60,0000000
185;57;-73,914583333333226;7,477083333333248;57,0000000
186;58;-73,910416666666563;7,477083333333248;58,0000000
187;59;-73,918749999999889;7,472916666666582;59,0000000
188;57;-73,914583333333226;7,472916666666582;57,0000000
189;58;-73,910416666666563;7,472916666666582;58,0000000
190;57;-73,910416666666563;7,468749999999915;57,0000000
191;58;-73,906249999999886;7,468749999999915;58,0000000
192;57;-73,910416666666563;7,464583333333248;57,0000000
193;58;-73,910416666666563;7,460416666666582;58,0000000
194;57;-73,906249999999886;7,460416666666582;57,0000000
195;59;-73,910416666666563;7,456249999999915;59,0000000
196;58;-73,906249999999886;7,456249999999915;58,0000000
197;59;-73,902083333333223;7,456249999999915;59,0000000
198;60;-73,910416666666563;7,452083333333248;60,0000000
199;59;-73,906249999999886;7,452083333333248;59,0000000
200;58;-73,902083333333223;7,452083333333248;58,0000000
201;59;-73,906249999999886;7,447916666666582;59,0000000
202;58;-73,902083333333223;7,447916666666582;58,0000000
203;58;-73,897916666666561;7,447916666666582;58,0000000
204;58;-73,902083333333223;7,443749999999915;58,0000000
205;58;-73,897916666666561;7,443749999999915;58,0000000
206;58;-73,897916666666561;7,439583333333248;58,0000000
207;58;-73,897916666666561;7,435416666666582;58,0000000
208;59;-73,897916666666561;7,427083333333249;59,0000000
209;60;-73,893749999999883;7,427083333333249;60,0000000
210;60;-73,897916666666561;7,422916666666581;60,0000000
211;59;-73,893749999999883;7,422916666666581;59,0000000
212;60;-73,897916666666561;7,418749999999915;60,0000000
213;59;-73,893749999999883;7,418749999999915;59,0000000
214;62;-73,902083333333223;7,414583333333248;62,0000000
215;60;-73,897916666666561;7,414583333333248;60,0000000
216;60;-73,893749999999883;7,414583333333248;60,0000000
217;61;-73,902083333333223;7,410416666666581;61,0000000
218;60;-73,897916666666561;7,410416666666581;60,0000000
219;60;-73,893749999999883;7,410416666666581;60,0000000
220;61;-73,902083333333223;7,406249999999915;61,0000000
221;60;-73,897916666666561;7,406249999999915;60,0000000
222;60;-73,902083333333223;7,402083333333248;60,0000000
223;61;-73,897916666666561;7,402083333333248;61,0000000
224;61;-73,906249999999886;7,397916666666582;61,0000000
225;60;-73,902083333333223;7,397916666666582;60,0000000
226;62;-73,897916666666561;7,397916666666582;62,0000000
227;61;-73,906249999999886;7,393749999999915;61,0000000
228;61;-73,902083333333223;7,393749999999915;61,0000000
229;62;-73,897916666666561;7,393749999999915;62,0000000
230;61;-73,906249999999886;7,389583333333248;61,0000000
231;62;-73,902083333333223;7,389583333333248;62,0000000
232;62;-73,897916666666561;7,389583333333248;62,0000000
233;62;-73,910416666666563;7,385416666666582;62,0000000
234;62;-73,902083333333223;7,385416666666582;62,0000000
235;61;-73,910416666666563;7,381249999999914;61,0000000
236;62;-73,902083333333223;7,381249999999914;62,0000000
237;61;-73,910416666666563;7,377083333333248;61,0000000
238;62;-73,902083333333223;7,377083333333248;62,0000000
239;62;-73,914583333333226;7,372916666666582;62,0000000
240;61;-73,910416666666563;7,372916666666582;61,0000000
241;62;-73,914583333333226;7,368749999999915;62,0000000
242;62;-73,910416666666563;7,368749999999915;62,0000000
243;62;-73,906249999999886;7,368749999999915;62,0000000
244;63;-73,914583333333226;7,364583333333248;63,0000000
245;62;-73,906249999999886;7,364583333333248;62,0000000
246;62;-73,902083333333223;7,364583333333248;62,0000000
247;67;-73,918749999999889;7,360416666666581;67,0000000
248;62;-73,914583333333226;7,360416666666581;62,0000000
249;64;-73,918749999999889;7,356249999999915;64,0000000
250;62;-73,914583333333226;7,356249999999915;62,0000000
251;62;-73,906249999999886;7,356249999999915;62,0000000
252;63;-73,918749999999889;7,352083333333248;63,0000000
253;62;-73,914583333333226;7,352083333333248;62,0000000
254;62;-73,906249999999886;7,352083333333248;62,0000000
255;62;-73,914583333333226;7,347916666666581;62,0000000
256;64;-73,910416666666563;7,347916666666581;64,0000000
257;63;-73,906249999999886;7,347916666666581;63,0000000
258;62;-73,914583333333226;7,343749999999915;62,0000000
259;64;-73,910416666666563;7,343749999999915;64,0000000
260;63;-73,906249999999886;7,343749999999915;63,0000000
261;62;-73,910416666666563;7,339583333333248;62,0000000
262;63;-73,906249999999886;7,339583333333248;63,0000000
263;64;-73,927083333333229;7,335416666666581;64,0000000
264;62;-73,910416666666563;7,335416666666581;62,0000000
265;62;-73,910416666666563;7,331249999999915;62,0000000
266;63;-73,914583333333226;7,327083333333248;63,0000000
267;64;-73,910416666666563;7,327083333333248;64,0000000
268;63;-73,914583333333226;7,322916666666581;63,0000000
269;64;-73,918749999999889;7,318749999999914;64,0000000
270;63;-73,914583333333226;7,318749999999914;63,0000000
271;63;-73,914583333333226;7,314583333333248;63,0000000
272;63;-73,914583333333226;7,310416666666582;63,0000000
273;64;-73,914583333333226;7,306249999999914;64,0000000
274;64;-73,910416666666563;7,306249999999914;64,0000000
275;67;-73,918749999999889;7,302083333333248;67,0000000
276;64;-73,914583333333226;7,302083333333248;64,0000000
277;64;-73,910416666666563;7,302083333333248;64,0000000
278;67;-73,918749999999889;7,297916666666581;67,0000000
279;64;-73,914583333333226;7,297916666666581;64,0000000
280;64;-73,910416666666563;7,297916666666581;64,0000000
281;67;-73,927083333333229;7,293749999999914;67,0000000
282;66;-73,922916666666552;7,293749999999914;66,0000000
283;65;-73,918749999999889;7,293749999999914;65,0000000
284;64;-73,910416666666563;7,293749999999914;64,0000000
285;67;-73,931249999999892;7,289583333333248;67,0000000
286;66;-73,927083333333229;7,289583333333248;66,0000000
287;64;-73,922916666666552;7,289583333333248;64,0000000
288;65;-73,910416666666563;7,289583333333248;65,0000000
289;66;-73,931249999999892;7,285416666666581;66,0000000
290;66;-73,927083333333229;7,285416666666581;66,0000000
291;64;-73,918749999999889;7,285416666666581;64,0000000
292;64;-73,914583333333226;7,285416666666581;64,0000000
293;65;-73,931249999999892;7,281249999999915;65,0000000
294;65;-73,927083333333229;7,281249999999915;65,0000000
295;64;-73,918749999999889;7,281249999999915;64,0000000
296;66;-73,927083333333229;7,277083333333247;66,0000000
297;64;-73,918749999999889;7,277083333333247;64,0000000
298;66;-73,927083333333229;7,272916666666581;66,0000000
299;65;-73,927083333333229;7,268749999999915;65,0000000
300;65;-73,922916666666552;7,268749999999915;65,0000000
301;65;-73,927083333333229;7,264583333333247;65,0000000
302;65;-73,922916666666552;7,264583333333247;65,0000000
303;65;-73,927083333333229;7,260416666666581;65,0000000
304;65;-73,922916666666552;7,260416666666581;65,0000000
305;68;-73,931249999999892;7,256249999999914;68,0000000
306;65;-73,922916666666552;7,256249999999914;65,0000000
307;66;-73,918749999999889;7,256249999999914;66,0000000
308;66;-73,931249999999892;7,252083333333248;66,0000000
309;65;-73,927083333333229;7,252083333333248;65,0000000
310;65;-73,922916666666552;7,252083333333248;65,0000000
311;65;-73,918749999999889;7,252083333333248;65,0000000
312;66;-73,931249999999892;7,247916666666581;66,0000000
313;65;-73,922916666666552;7,247916666666581;65,0000000
314;67;-73,918749999999889;7,247916666666581;67,0000000
315;66;-73,931249999999892;7,243749999999914;66,0000000
