,Unnamed: 0,Z,X,Y,Unnamed: 0.1
0,0,253,-73.0520833333,8.96041666667,
1,1,176,-73.0479166667,8.96041666667,
2,2,129,-73.04375,8.96041666667,
3,3,111,-73.0395833333,8.96041666667,
4,4,96,-73.0354166667,8.96041666667,
5,5,101,-73.03125,8.96041666667,
6,6,250,-73.0520833333,8.95625,
7,7,170,-73.0479166667,8.95625,
8,8,142,-73.04375,8.95625,
9,9,117,-73.0395833333,8.95625,
10,10,103,-73.0354166667,8.95625,
11,11,106,-73.03125,8.95625,
12,12,280,-73.0520833333,8.95208333333,
13,13,200,-73.0479166667,8.95208333333,
14,14,185,-73.04375,8.95208333333,
15,15,143,-73.0395833333,8.95208333333,
16,16,108,-73.0354166667,8.95208333333,
17,17,104,-73.03125,8.95208333333,
18,18,282,-73.0520833333,8.94791666667,
19,19,214,-73.0479166667,8.94791666667,
20,20,202,-73.04375,8.94791666667,
21,21,177,-73.0395833333,8.94791666667,
22,22,127,-73.0354166667,8.94791666667,
23,23,105,-73.03125,8.94791666667,
24,24,172,-73.0395833333,8.94375,
25,25,160,-73.0354166667,8.94375,
26,26,130,-73.03125,8.94375,
27,27,296,-73.0604166667,8.99791666667,
28,28,262,-73.05625,8.99791666667,
29,29,192,-73.0520833333,8.99791666667,
30,30,166,-73.0479166667,8.99791666667,
31,31,119,-73.04375,8.99791666667,
32,32,87,-73.0145833333,8.99791666667,
33,33,186,-73.05625,8.99375,
34,34,148,-73.0520833333,8.99375,
35,35,132,-73.0479166667,8.99375,
36,36,124,-73.04375,8.99375,
37,37,106,-73.03125,8.99375,
38,38,97,-73.0270833333,8.99375,
39,39,94,-73.0229166667,8.99375,
40,40,98,-73.01875,8.99375,
41,41,97,-73.0145833333,8.99375,
42,42,135,-73.0520833333,8.98958333333,
43,43,143,-73.0479166667,8.98958333333,
44,44,116,-73.04375,8.98958333333,
45,45,107,-73.0354166667,8.98958333333,
46,46,133,-73.03125,8.98958333333,
47,47,124,-73.0270833333,8.98958333333,
48,48,121,-73.0229166667,8.98958333333,
49,49,105,-73.01875,8.98958333333,
50,50,94,-73.0145833333,8.98958333333,
51,51,154,-73.0520833333,8.98541666667,
52,52,232,-73.0479166667,8.98541666667,
53,53,174,-73.04375,8.98541666667,
54,54,122,-73.0395833333,8.98541666667,
55,55,133,-73.0354166667,8.98541666667,
56,56,145,-73.03125,8.98541666667,
57,57,133,-73.0270833333,8.98541666667,
58,58,129,-73.0229166667,8.98541666667,
59,59,116,-73.01875,8.98541666667,
60,60,101,-73.0145833333,8.98541666667,
61,61,218,-73.0520833333,8.98125,
62,62,319,-73.0479166667,8.98125,
63,63,221,-73.04375,8.98125,
64,64,136,-73.0395833333,8.98125,
65,65,112,-73.0354166667,8.98125,
66,66,132,-73.03125,8.98125,
67,67,127,-73.0270833333,8.98125,
68,68,109,-73.0229166667,8.98125,
69,69,114,-73.01875,8.98125,
70,70,107,-73.0145833333,8.98125,
71,71,368,-73.0520833333,8.97708333333,
72,72,384,-73.0479166667,8.97708333333,
73,73,230,-73.04375,8.97708333333,
74,74,145,-73.0395833333,8.97708333333,
75,75,113,-73.0354166667,8.97708333333,
76,76,102,-73.03125,8.97708333333,
77,77,94,-73.0270833333,8.97708333333,
78,78,89,-73.0229166667,8.97708333333,
79,79,87,-73.01875,8.97708333333,
80,80,106,-73.0145833333,8.97708333333,
81,81,401,-73.0520833333,8.97291666667,
82,82,389,-73.0479166667,8.97291666667,
83,83,234,-73.04375,8.97291666667,
84,84,144,-73.0395833333,8.97291666667,
85,85,112,-73.0354166667,8.97291666667,
86,86,92,-73.03125,8.97291666667,
87,87,101,-73.0270833333,8.97291666667,
88,88,94,-73.0145833333,8.97291666667,
89,89,416,-73.0520833333,8.96875,
90,90,351,-73.0479166667,8.96875,
91,91,218,-73.04375,8.96875,
92,92,129,-73.0395833333,8.96875,
93,93,101,-73.0354166667,8.96875,
94,94,101,-73.03125,8.96875,
95,95,110,-73.0270833333,8.96875,
96,96,282,-73.0520833333,8.96458333333,
97,97,232,-73.0479166667,8.96458333333,
98,98,166,-73.04375,8.96458333333,
99,99,122,-73.0395833333,8.96458333333,
100,100,104,-73.0354166667,8.96458333333,
101,101,111,-73.03125,8.96458333333,
102,102,95,-73.0270833333,8.96458333333,
103,103,87,-73.0104166667,8.99791666667,
104,104,89,-73.0104166667,8.99375,
105,105,85,-73.0104166667,8.98958333333,
106,106,90,-73.0104166667,8.98541666667,
107,107,89,-73.0104166667,8.98125,
108,108,84,-73.0104166667,8.97708333333,
109,109,82,-73.0104166667,8.97291666667,
0,0,253,-73.0520833333,8.96041666667,0.0
1,1,176,-73.0479166667,8.96041666667,1.0
2,2,129,-73.04375,8.96041666667,2.0
3,3,111,-73.0395833333,8.96041666667,3.0
4,4,96,-73.0354166667,8.96041666667,4.0
5,5,101,-73.03125,8.96041666667,5.0
6,6,250,-73.0520833333,8.95625,6.0
7,7,170,-73.0479166667,8.95625,7.0
8,8,142,-73.04375,8.95625,8.0
9,9,117,-73.0395833333,8.95625,9.0
10,10,103,-73.0354166667,8.95625,10.0
11,11,106,-73.03125,8.95625,11.0
12,12,280,-73.0520833333,8.95208333333,12.0
13,13,200,-73.0479166667,8.95208333333,13.0
14,14,185,-73.04375,8.95208333333,14.0
15,15,143,-73.0395833333,8.95208333333,15.0
16,16,108,-73.0354166667,8.95208333333,16.0
17,17,104,-73.03125,8.95208333333,17.0
18,18,282,-73.0520833333,8.94791666667,18.0
19,19,214,-73.0479166667,8.94791666667,19.0
20,20,202,-73.04375,8.94791666667,20.0
21,21,177,-73.0395833333,8.94791666667,21.0
22,22,127,-73.0354166667,8.94791666667,22.0
23,23,105,-73.03125,8.94791666667,23.0
24,24,172,-73.0395833333,8.94375,24.0
25,25,160,-73.0354166667,8.94375,25.0
26,26,130,-73.03125,8.94375,26.0
27,27,296,-73.0604166667,8.99791666667,27.0
28,28,262,-73.05625,8.99791666667,28.0
29,29,192,-73.0520833333,8.99791666667,29.0
30,30,166,-73.0479166667,8.99791666667,30.0
31,31,119,-73.04375,8.99791666667,31.0
32,32,87,-73.0145833333,8.99791666667,32.0
33,33,186,-73.05625,8.99375,33.0
34,34,148,-73.0520833333,8.99375,34.0
35,35,132,-73.0479166667,8.99375,35.0
36,36,124,-73.04375,8.99375,36.0
37,37,106,-73.03125,8.99375,37.0
38,38,97,-73.0270833333,8.99375,38.0
39,39,94,-73.0229166667,8.99375,39.0
40,40,98,-73.01875,8.99375,40.0
41,41,97,-73.0145833333,8.99375,41.0
42,42,135,-73.0520833333,8.98958333333,42.0
43,43,143,-73.0479166667,8.98958333333,43.0
44,44,116,-73.04375,8.98958333333,44.0
45,45,107,-73.0354166667,8.98958333333,45.0
46,46,133,-73.03125,8.98958333333,46.0
47,47,124,-73.0270833333,8.98958333333,47.0
48,48,121,-73.0229166667,8.98958333333,48.0
49,49,105,-73.01875,8.98958333333,49.0
50,50,94,-73.0145833333,8.98958333333,50.0
51,51,154,-73.0520833333,8.98541666667,51.0
52,52,232,-73.0479166667,8.98541666667,52.0
53,53,174,-73.04375,8.98541666667,53.0
54,54,122,-73.0395833333,8.98541666667,54.0
55,55,133,-73.0354166667,8.98541666667,55.0
56,56,145,-73.03125,8.98541666667,56.0
57,57,133,-73.0270833333,8.98541666667,57.0
58,58,129,-73.0229166667,8.98541666667,58.0
59,59,116,-73.01875,8.98541666667,59.0
60,60,101,-73.0145833333,8.98541666667,60.0
61,61,218,-73.0520833333,8.98125,61.0
62,62,319,-73.0479166667,8.98125,62.0
63,63,221,-73.04375,8.98125,63.0
64,64,136,-73.0395833333,8.98125,64.0
65,65,112,-73.0354166667,8.98125,65.0
66,66,132,-73.03125,8.98125,66.0
67,67,127,-73.0270833333,8.98125,67.0
68,68,109,-73.0229166667,8.98125,68.0
69,69,114,-73.01875,8.98125,69.0
70,70,107,-73.0145833333,8.98125,70.0
71,71,368,-73.0520833333,8.97708333333,71.0
72,72,384,-73.0479166667,8.97708333333,72.0
73,73,230,-73.04375,8.97708333333,73.0
74,74,145,-73.0395833333,8.97708333333,74.0
75,75,113,-73.0354166667,8.97708333333,75.0
76,76,102,-73.03125,8.97708333333,76.0
77,77,94,-73.0270833333,8.97708333333,77.0
78,78,89,-73.0229166667,8.97708333333,78.0
79,79,87,-73.01875,8.97708333333,79.0
80,80,106,-73.0145833333,8.97708333333,80.0
81,81,401,-73.0520833333,8.97291666667,81.0
82,82,389,-73.0479166667,8.97291666667,82.0
83,83,234,-73.04375,8.97291666667,83.0
84,84,144,-73.0395833333,8.97291666667,84.0
85,85,112,-73.0354166667,8.97291666667,85.0
86,86,92,-73.03125,8.97291666667,86.0
87,87,101,-73.0270833333,8.97291666667,87.0
88,88,94,-73.0145833333,8.97291666667,88.0
