,Unnamed: 0,Z,X,Y,Unnamed: 0.1
0,0,48,-73.8979166667,8.34791666667,
1,1,62,-73.8979166667,8.34375,
2,2,55,-73.89375,8.34375,
3,3,50,-73.8895833333,8.34375,
4,4,50,-73.8895833333,8.33958333333,
5,5,51,-73.8854166667,8.33958333333,
6,6,49,-73.88125,8.33958333333,
7,7,79,-73.8854166667,8.33541666667,
8,8,59,-73.88125,8.33541666667,
9,9,88,-73.8895833333,8.33125,
10,10,90,-73.8854166667,8.33125,
11,11,62,-73.88125,8.33125,
12,12,91,-73.8895833333,8.32708333333,
13,13,82,-73.8854166667,8.32708333333,
14,14,63,-73.88125,8.32708333333,
15,15,44,-73.8770833333,8.32708333333,
16,16,75,-73.8895833333,8.32291666667,
17,17,80,-73.8854166667,8.32291666667,
18,18,71,-73.88125,8.32291666667,
19,19,50,-73.8770833333,8.32291666667,
20,20,78,-73.8895833333,8.31875,
21,21,84,-73.8854166667,8.31875,
22,22,70,-73.88125,8.31875,
23,23,45,-73.8770833333,8.31875,
24,24,100,-73.8895833333,8.31458333333,
25,25,100,-73.8854166667,8.31458333333,
26,26,66,-73.88125,8.31458333333,
27,27,103,-73.8895833333,8.31041666667,
28,28,81,-73.8854166667,8.31041666667,
29,29,54,-73.88125,8.31041666667,
30,30,76,-73.8895833333,8.30625,
31,31,73,-73.8854166667,8.30625,
32,32,79,-73.88125,8.30625,
33,33,62,-73.8770833333,8.30625,
34,34,63,-73.89375,8.30208333333,
35,35,108,-73.8895833333,8.30208333333,
36,36,102,-73.8854166667,8.30208333333,
37,37,84,-73.88125,8.30208333333,
38,38,62,-73.8770833333,8.30208333333,
39,39,77,-73.89375,8.29791666667,
40,40,96,-73.8895833333,8.29791666667,
41,41,86,-73.8854166667,8.29791666667,
42,42,74,-73.88125,8.29791666667,
43,43,53,-73.8770833333,8.29791666667,
44,44,72,-73.89375,8.29375,
45,45,103,-73.8895833333,8.29375,
46,46,81,-73.8854166667,8.29375,
47,47,68,-73.88125,8.29375,
48,48,57,-73.8770833333,8.29375,
49,49,49,-73.89375,8.28958333333,
50,50,75,-73.8895833333,8.28958333333,
51,51,79,-73.8854166667,8.28958333333,
52,52,69,-73.88125,8.28958333333,
53,53,52,-73.89375,8.28541666667,
54,54,97,-73.8895833333,8.28541666667,
55,55,91,-73.8854166667,8.28541666667,
56,56,62,-73.88125,8.28541666667,
57,57,77,-73.89375,8.28125,
58,58,101,-73.8895833333,8.28125,
59,59,89,-73.8854166667,8.28125,
60,60,73,-73.88125,8.28125,
61,61,67,-73.89375,8.27708333333,
62,62,87,-73.8895833333,8.27708333333,
63,63,77,-73.8854166667,8.27708333333,
64,64,56,-73.88125,8.27708333333,
65,65,78,-73.8895833333,8.27291666667,
66,66,63,-73.8854166667,8.27291666667,
67,67,51,-73.88125,8.27291666667,
68,68,87,-73.8895833333,8.26875,
69,69,68,-73.8854166667,8.26875,
70,70,52,-73.88125,8.26875,
71,71,82,-73.8895833333,8.26458333333,
72,72,63,-73.8854166667,8.26458333333,
73,73,62,-73.88125,8.26458333333,
74,74,81,-73.8895833333,8.26041666667,
75,75,78,-73.8854166667,8.26041666667,
76,76,60,-73.88125,8.26041666667,
0,0,48,-73.8979166667,8.34791666667,0.0
1,1,62,-73.8979166667,8.34375,1.0
2,2,55,-73.89375,8.34375,2.0
3,3,50,-73.8895833333,8.34375,3.0
4,4,50,-73.8895833333,8.33958333333,4.0
5,5,51,-73.8854166667,8.33958333333,5.0
6,6,49,-73.88125,8.33958333333,6.0
7,7,79,-73.8854166667,8.33541666667,7.0
8,8,59,-73.88125,8.33541666667,8.0
9,9,88,-73.8895833333,8.33125,9.0
10,10,90,-73.8854166667,8.33125,10.0
11,11,62,-73.88125,8.33125,11.0
12,12,91,-73.8895833333,8.32708333333,12.0
13,13,82,-73.8854166667,8.32708333333,13.0
14,14,63,-73.88125,8.32708333333,14.0
15,15,44,-73.8770833333,8.32708333333,15.0
16,16,75,-73.8895833333,8.32291666667,16.0
17,17,80,-73.8854166667,8.32291666667,17.0
18,18,71,-73.88125,8.32291666667,18.0
19,19,50,-73.8770833333,8.32291666667,19.0
20,20,78,-73.8895833333,8.31875,20.0
21,21,84,-73.8854166667,8.31875,21.0
22,22,70,-73.88125,8.31875,22.0
23,23,45,-73.8770833333,8.31875,23.0
24,24,100,-73.8895833333,8.31458333333,24.0
25,25,100,-73.8854166667,8.31458333333,25.0
26,26,66,-73.88125,8.31458333333,26.0
27,27,103,-73.8895833333,8.31041666667,27.0
28,28,81,-73.8854166667,8.31041666667,28.0
29,29,54,-73.88125,8.31041666667,29.0
30,30,76,-73.8895833333,8.30625,30.0
31,31,73,-73.8854166667,8.30625,31.0
32,32,79,-73.88125,8.30625,32.0
33,33,62,-73.8770833333,8.30625,33.0
34,34,63,-73.89375,8.30208333333,34.0
35,35,108,-73.8895833333,8.30208333333,35.0
36,36,102,-73.8854166667,8.30208333333,36.0
37,37,84,-73.88125,8.30208333333,37.0
38,38,62,-73.8770833333,8.30208333333,38.0
