,Unnamed: 0,Z,X,Y,Unnamed: 0.1
3,3,138,-74.1729166667,8.56041666667,3.0
4,4,144,-74.1729166667,8.55625,4.0
5,5,126,-74.16875,8.55625,5.0
6,6,76,-74.1645833333,8.55208333333,6.0
7,0,37,-74.19375,8.66041666667,0.0
8,1,26,-74.19375,8.65625,1.0
9,2,30,-74.1895833333,8.65625,2.0
10,3,45,-74.1854166667,8.65625,3.0
11,4,34,-74.19375,8.65208333333,4.0
12,5,71,-74.1895833333,8.65208333333,5.0
13,6,71,-74.1854166667,8.65208333333,6.0
14,7,27,-74.2395833333,8.64791666667,7.0
15,8,38,-74.1979166667,8.64791666667,8.0
16,9,83,-74.19375,8.64791666667,9.0
17,10,136,-74.1895833333,8.64791666667,10.0
18,11,31,-74.2479166667,8.64375,11.0
19,12,23,-74.24375,8.64375,12.0
20,13,36,-74.2395833333,8.64375,13.0
21,14,30,-74.2145833333,8.64375,14.0
22,15,27,-74.2104166667,8.64375,15.0
23,16,22,-74.20625,8.64375,16.0
24,17,30,-74.2020833333,8.64375,17.0
25,18,71,-74.1979166667,8.64375,18.0
26,19,186,-74.19375,8.64375,19.0
27,20,142,-74.1895833333,8.64375,20.0
28,21,42,-74.2520833333,8.63958333333,21.0
29,22,108,-74.2479166667,8.63958333333,22.0
30,23,53,-74.24375,8.63958333333,23.0
31,24,40,-74.2395833333,8.63958333333,24.0
32,25,71,-74.2145833333,8.63958333333,25.0
33,26,62,-74.2104166667,8.63958333333,26.0
34,27,47,-74.20625,8.63958333333,27.0
35,28,49,-74.2020833333,8.63958333333,28.0
36,29,120,-74.1979166667,8.63958333333,29.0
37,30,191,-74.19375,8.63958333333,30.0
38,31,32,-74.2520833333,8.63541666667,31.0
39,32,80,-74.2479166667,8.63541666667,32.0
40,33,39,-74.24375,8.63541666667,33.0
41,34,83,-74.2395833333,8.63541666667,34.0
42,35,35,-74.2354166667,8.63541666667,35.0
43,36,106,-74.2145833333,8.63541666667,36.0
44,37,113,-74.2104166667,8.63541666667,37.0
45,38,111,-74.20625,8.63541666667,38.0
46,39,103,-74.2020833333,8.63541666667,39.0
47,40,71,-74.2854166667,8.63125,40.0
48,41,98,-74.28125,8.63125,41.0
49,42,134,-74.2770833333,8.63125,42.0
50,43,74,-74.2729166667,8.63125,43.0
51,44,28,-74.2395833333,8.63125,44.0
52,45,101,-74.2145833333,8.63125,45.0
53,46,182,-74.2104166667,8.63125,46.0
54,47,166,-74.20625,8.63125,47.0
55,48,116,-74.2020833333,8.63125,48.0
56,49,50,-74.2854166667,8.62708333333,49.0
57,50,135,-74.28125,8.62708333333,50.0
58,51,119,-74.2770833333,8.62708333333,51.0
59,52,65,-74.2729166667,8.62708333333,52.0
60,53,39,-74.21875,8.62708333333,53.0
61,54,100,-74.2145833333,8.62708333333,54.0
62,55,157,-74.2104166667,8.62708333333,55.0
63,56,128,-74.20625,8.62708333333,56.0
64,57,87,-74.2020833333,8.62708333333,57.0
65,58,47,-74.2729166667,8.62291666667,58.0
66,59,93,-74.26875,8.62291666667,59.0
67,60,68,-74.2645833333,8.62291666667,60.0
68,61,44,-74.2604166667,8.62291666667,61.0
69,62,64,-74.2395833333,8.62291666667,62.0
70,63,89,-74.2354166667,8.62291666667,63.0
71,64,43,-74.23125,8.62291666667,64.0
72,65,89,-74.21875,8.62291666667,65.0
73,66,147,-74.2145833333,8.62291666667,66.0
74,67,146,-74.2104166667,8.62291666667,67.0
75,68,94,-74.20625,8.62291666667,68.0
76,69,71,-74.2020833333,8.62291666667,69.0
77,70,51,-74.2770833333,8.61875,70.0
78,71,103,-74.2729166667,8.61875,71.0
79,72,133,-74.26875,8.61875,72.0
80,73,102,-74.2645833333,8.61875,73.0
81,74,51,-74.2604166667,8.61875,74.0
82,75,86,-74.2520833333,8.61875,75.0
83,76,45,-74.2479166667,8.61875,76.0
84,77,29,-74.24375,8.61875,77.0
85,78,89,-74.2395833333,8.61875,78.0
86,79,189,-74.2354166667,8.61875,79.0
87,80,141,-74.23125,8.61875,80.0
88,81,142,-74.2270833333,8.61875,81.0
89,82,172,-74.2229166667,8.61875,82.0
90,83,200,-74.21875,8.61875,83.0
91,84,183,-74.2145833333,8.61875,84.0
92,85,111,-74.2104166667,8.61875,85.0
93,86,57,-74.20625,8.61875,86.0
94,87,24,-74.28125,8.61458333333,87.0
95,88,71,-74.2770833333,8.61458333333,88.0
96,89,98,-74.2729166667,8.61458333333,89.0
97,90,109,-74.25625,8.61458333333,90.0
98,91,166,-74.2520833333,8.61458333333,91.0
99,92,77,-74.2479166667,8.61458333333,92.0
100,93,59,-74.24375,8.61458333333,93.0
101,94,83,-74.2395833333,8.61458333333,94.0
102,95,196,-74.2354166667,8.61458333333,95.0
103,96,206,-74.23125,8.61458333333,96.0
104,97,191,-74.2270833333,8.61458333333,97.0
105,98,193,-74.2229166667,8.61458333333,98.0
106,99,200,-74.21875,8.61458333333,99.0
107,100,148,-74.2145833333,8.61458333333,100.0
108,101,69,-74.2104166667,8.61458333333,101.0
109,102,31,-74.2854166667,8.61041666667,102.0
110,103,79,-74.28125,8.61041666667,103.0
111,104,165,-74.26875,8.61041666667,104.0
112,105,240,-74.2645833333,8.61041666667,105.0
113,106,212,-74.2604166667,8.61041666667,106.0
114,107,262,-74.25625,8.61041666667,107.0
115,108,258,-74.2520833333,8.61041666667,108.0
116,109,147,-74.2479166667,8.61041666667,109.0
117,110,116,-74.24375,8.61041666667,110.0
118,111,54,-74.2395833333,8.61041666667,111.0
119,112,91,-74.2354166667,8.61041666667,112.0
120,113,122,-74.23125,8.61041666667,113.0
121,114,158,-74.2270833333,8.61041666667,114.0
122,115,110,-74.2229166667,8.61041666667,115.0
123,116,97,-74.21875,8.61041666667,116.0
124,117,64,-74.2854166667,8.60625,117.0
125,118,125,-74.26875,8.60625,118.0
126,119,247,-74.2645833333,8.60625,119.0
127,120,262,-74.2604166667,8.60625,120.0
128,121,300,-74.25625,8.60625,121.0
129,122,281,-74.2520833333,8.60625,122.0
130,123,161,-74.2479166667,8.60625,123.0
131,124,92,-74.24375,8.60625,124.0
132,125,42,-74.2354166667,8.60625,125.0
133,126,59,-74.23125,8.60625,126.0
134,127,63,-74.2270833333,8.60625,127.0
135,128,44,-74.2229166667,8.60625,128.0
136,129,87,-74.2645833333,8.60208333333,129.0
137,130,66,-74.2604166667,8.60208333333,130.0
138,131,87,-74.25625,8.60208333333,131.0
139,132,91,-74.2520833333,8.60208333333,132.0
140,133,66,-74.2479166667,8.60208333333,133.0
141,134,61,-74.24375,8.60208333333,134.0
